ID_Transacao,Data,Valor_Compra,Industria,Tipo_Compra,Qtd_Parcelas,Wallet,Cliente_ID,ID_Cartao,Input_Mode,Input_Mode_Code,Crossborder,Contactless
12865,2025-01-09 05:43:11,1134.16,Varejo,CNP,,,9710,26124936,eCommerce,38,,
12866,2025-10-30 12:08:50,24.59,Alimentação,CP,10.0,Samsung Pay,8336,88564188,Chip,54,,
12867,2025-05-08 04:43:24,923.0,Entretenimento,CP,12.0,,3818,13547053,Swiped,59,,
12868,2023-01-14 17:41:27,1161.28,Tecnologia,CNP,,,6905,53754005,eCommerce,38,,
12869,2023-05-20 11:49:01,105.61,Alimentação,CP,,,5442,47232226,Chip,54,,
12870,2023-06-06 12:06:54,833.11,Tecnologia,CNP,,,5571,79783917,Recurring,36,,
12871,2025-07-20 09:23:11,33.78,Varejo,CP,,,9458,53692660,PayPass,51,,
12872,2025-09-07 10:36:50,185.88,Varejo,CNP,,,8056,26371011,MasterPass,39,,
12873,2025-09-12 22:04:02,583.88,Educação,CNP,,,3195,63789352,Recurring,36,,
12874,2023-05-19 11:44:11,35.24,Varejo,CP,,,7131,62419101,Chip,54,,
12875,2025-10-21 16:52:40,459.53,Saúde,CP,,,5259,37447825,Swiped,59,,
12876,2023-10-21 16:08:38,432.12,Educação,CNP,,,7445,60246746,Recurring,36,1.0,
12877,2025-07-01 10:06:58,349.77,Alimentação,CP,,,9044,92045729,PayPass,51,,1.0
12878,2023-11-13 14:02:58,75.54,Varejo,CP,11.0,Apple Pay,1594,93973235,Swiped,59,,
12879,2023-05-30 16:10:08,479.39,Educação,CP,4.0,,6265,12667046,Swiped,59,,
12880,2023-09-19 03:20:21,493.18,Varejo,CP,,Google Pay,4322,19781321,PayPass,51,,
12881,2025-05-27 17:35:47,1084.44,Entretenimento,CP,,Samsung Pay,6715,83407751,Swiped,59,,
12882,2023-06-12 07:02:02,668.07,Varejo,CP,,,6886,22652601,PayPass,51,,
12883,2025-04-25 06:52:36,1169.33,Alimentação,CNP,,,8151,58317459,eCommerce,38,,
12884,2025-01-21 23:51:17,193.5,Alimentação,CNP,,,3872,81486060,Recurring,36,,
12885,2023-09-20 15:59:30,821.16,Alimentação,CP,7.0,,3019,43768258,PayPass,51,,
12886,2025-05-07 08:19:57,1080.23,Varejo,CP,7.0,,9984,20937870,Chip,54,,
12887,2025-02-03 11:55:11,773.29,Alimentação,CNP,,,1718,65415147,Mail Order,32,,
12888,2025-04-07 17:10:11,324.45,Educação,CNP,,,1359,48273387,Recurring,36,,
12889,2025-11-13 17:34:38,367.53,Alimentação,CP,,Google Pay,3680,21108523,PayPass,51,,0.0
12890,2025-05-01 10:43:53,1014.42,Varejo,CNP,,,6583,46496229,MasterPass,39,0.0,
12891,2025-03-04 09:33:02,75.02,Alimentação,CNP,,,7198,21915349,Recurring,36,,
12892,2025-11-02 18:03:11,1183.14,Varejo,CP,,,5139,90079487,PayPass,51,,
12893,2025-06-03 09:17:07,923.52,Varejo,CNP,,,6536,26269561,Mail Order,32,,
12894,2025-02-11 20:07:01,1061.79,Saúde,CNP,,,9084,41623614,eCommerce,38,,
12895,2023-11-13 06:31:18,1042.46,Entretenimento,CP,,,7759,31905445,Chip,54,,
12896,2025-06-06 16:01:59,917.83,Saúde,CP,7.0,,5861,58094600,Swiped,59,,
12897,2023-06-23 13:13:12,533.83,Saúde,CP,,Google Pay,6362,91927309,Swiped,59,,
12898,2025-10-03 04:14:41,790.26,Varejo,CNP,,,4983,71722486,Recurring,36,,
12899,2023-09-18 03:24:35,978.53,Varejo,CNP,,,6383,17912316,Phone Order,35,0.0,
12900,2023-08-20 08:16:08,342.21,Varejo,CNP,,,3422,91842807,eCommerce,38,,
12901,2023-07-11 10:53:37,267.47,Tecnologia,CP,,Samsung Pay,2808,54159120,Chip,54,,0.0
12902,2025-02-28 03:21:38,267.26,Varejo,CP,,,2047,57350641,Swiped,59,,0.0
12903,2025-01-13 00:53:56,1117.15,Alimentação,CP,,,5003,35775427,Swiped,59,,
12904,2025-03-18 16:37:43,1156.09,Tecnologia,CNP,,,3838,63030568,MasterPass,39,,
12905,2023-03-15 16:33:34,588.86,Alimentação,CNP,,,6715,83407751,Recurring,36,,
12906,2025-01-20 19:43:15,1028.97,Tecnologia,CNP,,,8215,75858027,MasterPass,39,,
12907,2025-03-13 21:50:30,362.0,Varejo,CP,,,6163,77742229,Chip,54,,
12908,2023-12-24 11:54:27,450.66,Varejo,CNP,,,2052,34671888,Recurring,36,,
12909,2025-01-14 09:22:29,485.31,Saúde,CP,,Samsung Pay,2421,75367768,Swiped,59,,
12910,2023-04-02 04:39:06,953.63,Varejo,CNP,,,4774,76322136,Mail Order,32,,
12911,2023-12-01 14:08:36,13.6,Entretenimento,CP,,,7303,16062454,Chip,54,,
12912,2025-03-04 17:32:27,999.1,Alimentação,CP,,,7730,14485789,PayPass,51,,
12913,2025-10-01 11:29:00,862.62,Educação,CP,,Google Pay,8007,65158380,PayPass,51,,1.0
12914,2025-05-30 20:40:27,1174.61,Tecnologia,CP,9.0,,4286,91132743,PayPass,51,,
12915,2023-02-25 16:33:41,95.86,Tecnologia,CP,4.0,,4195,46287793,PayPass,51,,
12916,2023-06-09 22:34:06,374.41,Saúde,CP,,,1569,29532407,PayPass,51,,
12917,2025-04-13 05:47:07,825.99,Alimentação,CNP,,,9710,84936069,Mail Order,32,,
12918,2023-01-11 19:56:12,856.35,Alimentação,CP,,,3068,22836925,Swiped,59,,
12919,2025-09-14 04:42:56,78.5,Saúde,CP,7.0,,3257,43290541,Chip,54,,
12920,2025-11-12 18:03:42,800.94,Entretenimento,CP,,,9224,19566503,Chip,54,,
12921,2025-08-19 21:01:47,680.68,Varejo,CNP,,,5029,62684701,MasterPass,39,,
12922,2023-12-28 13:10:03,594.59,Varejo,CP,,,4413,66370514,Chip,54,,0.0
12923,2025-11-11 17:02:25,680.67,Varejo,CP,1.0,,1728,58893360,Swiped,59,,
12924,2025-06-29 09:28:44,232.87,Alimentação,CNP,,,4693,24873062,Phone Order,35,1.0,
12925,2025-12-13 23:36:26,20.4,Alimentação,CP,,Google Pay,9314,90029275,Swiped,59,,
12926,2025-04-09 05:17:09,55.89,Alimentação,CP,12.0,,4957,80210939,Swiped,59,,1.0
12927,2025-09-07 04:23:39,31.31,Varejo,CNP,,,2602,18417990,Recurring,36,,
12928,2023-11-03 05:08:06,307.37,Alimentação,CP,,,9526,14953759,Chip,54,,
12929,2025-07-03 09:54:45,1103.79,Varejo,CP,,,5006,89021047,PayPass,51,,
12930,2025-02-28 20:38:53,1166.71,Varejo,CP,10.0,,5195,68002248,Swiped,59,,
12931,2023-05-12 23:28:11,263.82,Saúde,CNP,,,9260,51623946,eCommerce,38,,
12932,2023-02-01 18:57:27,1052.26,Tecnologia,CNP,,,9095,78312917,Phone Order,35,,
12933,2023-07-01 22:42:54,515.31,Varejo,CP,1.0,,6743,40004837,Chip,54,,
12934,2025-09-13 20:13:10,723.89,Tecnologia,CP,,,2247,86986010,PayPass,51,,
12935,2025-07-20 03:42:39,965.0,Varejo,CP,,,9696,60563393,Swiped,59,,
12936,2023-04-13 19:43:31,184.42,Saúde,CP,,,4801,61944756,PayPass,51,,
12937,2025-03-04 20:21:55,1153.6,Alimentação,CNP,,,8602,10957173,MasterPass,39,1.0,
12938,2023-02-24 00:16:55,942.53,Alimentação,CP,,Samsung Pay,3366,79141462,PayPass,51,,1.0
12939,2023-01-01 10:42:27,99.41,Alimentação,CP,7.0,,6886,22652601,Chip,54,,0.0
12940,2025-04-16 00:20:40,949.36,Tecnologia,CNP,,,2263,24287888,Phone Order,35,,
12941,2023-10-04 19:43:09,145.49,Varejo,CP,,,6408,81019652,PayPass,51,,
12942,2023-08-12 21:24:10,160.5,Educação,CP,,,9564,58699988,PayPass,51,,
12943,2023-06-03 01:08:13,327.39,Tecnologia,CP,2.0,,1196,31046693,PayPass,51,,
12944,2023-09-14 14:51:54,830.25,Alimentação,CP,,,8560,56016027,Chip,54,,
12945,2023-06-22 17:57:35,313.24,Alimentação,CNP,,,7383,95794662,Phone Order,35,,
12946,2025-03-05 07:50:31,383.26,Alimentação,CNP,,,7263,64098050,eCommerce,38,,
12947,2025-03-14 11:19:01,1155.86,Alimentação,CP,,,8310,22748561,PayPass,51,,
12948,2023-08-26 17:16:36,321.62,Tecnologia,CP,7.0,,7357,68056900,Chip,54,,
12949,2023-11-17 04:01:50,811.73,Saúde,CP,,,6513,91784421,PayPass,51,,
12950,2025-06-01 21:17:18,867.52,Entretenimento,CNP,,,3769,58925405,Mail Order,32,,
12951,2025-04-21 07:59:58,16.87,Alimentação,CP,,,9725,50300048,Chip,54,,1.0
12952,2025-04-16 10:09:00,292.11,Varejo,CP,,Samsung Pay,9260,65152431,PayPass,51,,
12953,2025-01-11 10:46:02,463.0,Tecnologia,CP,,Samsung Pay,2479,82351856,Swiped,59,,
12954,2025-11-23 12:09:15,901.73,Varejo,CP,,,6250,40852124,PayPass,51,,
12955,2025-05-12 20:48:42,124.28,Tecnologia,CP,11.0,,1519,70997982,Swiped,59,,
12956,2025-06-05 21:07:24,1046.08,Alimentação,CNP,,,2198,23706042,Recurring,36,,
12957,2023-05-05 15:45:28,48.17,Varejo,CNP,,,7450,18090982,Mail Order,32,,
12958,2025-07-28 05:37:16,1111.7,Alimentação,CNP,,,6048,27005895,Recurring,36,,
12959,2023-01-02 00:19:53,731.9,Tecnologia,CNP,,,5101,17583980,MasterPass,39,,
12960,2023-08-13 14:51:54,677.52,Saúde,CP,6.0,Samsung Pay,6883,19681782,PayPass,51,,
12961,2025-04-16 07:23:10,411.38,Varejo,CP,,,8900,79866632,Chip,54,,
12962,2025-07-13 21:39:47,995.56,Entretenimento,CP,,,8828,35114099,Chip,54,,0.0
12963,2023-03-10 21:33:28,759.09,Varejo,CP,,,5101,17583980,Chip,54,,
12964,2025-03-26 13:21:49,513.08,Varejo,CP,,,6631,49322814,PayPass,51,,
12965,2025-08-17 14:23:52,497.53,Varejo,CP,,,8535,39123150,Swiped,59,,0.0
12966,2025-03-29 03:32:44,305.58,Alimentação,CP,6.0,,3802,24015021,Swiped,59,,
12967,2025-07-29 03:57:12,1162.71,Alimentação,CP,9.0,,8812,78091282,Chip,54,,
12968,2025-02-24 16:03:05,665.09,Alimentação,CNP,,,3214,99587086,MasterPass,39,,
12969,2025-01-26 02:48:08,1041.76,Varejo,CNP,,,3483,75083229,MasterPass,39,,
12970,2025-05-09 02:23:16,506.15,Entretenimento,CP,,Samsung Pay,1665,76546828,Chip,54,,
12971,2025-09-26 14:34:10,516.98,Tecnologia,CNP,,,9665,49117018,Mail Order,32,,
12972,2025-08-21 15:31:25,423.89,Saúde,CP,,,3057,34553791,PayPass,51,,
12973,2023-06-27 15:12:42,793.76,Alimentação,CNP,,,1902,11533487,Recurring,36,,
12974,2023-02-01 13:29:51,962.3,Tecnologia,CP,,,7297,62236083,Chip,54,,
12975,2025-05-22 16:41:29,5.66,Alimentação,CP,,,3605,84618525,PayPass,51,,1.0
12976,2023-09-14 19:49:19,72.93,Tecnologia,CP,,,8906,86851396,PayPass,51,,
12977,2023-12-20 16:06:01,1120.96,Varejo,CP,,,1749,58083009,PayPass,51,,
12978,2025-06-04 09:16:06,216.09,Saúde,CP,,,1792,57475788,Swiped,59,,1.0
12979,2025-01-13 01:45:05,277.96,Varejo,CNP,,,5594,54178669,MasterPass,39,,
12980,2025-07-01 08:02:18,149.81,Saúde,CP,11.0,Google Pay,9499,78847365,Chip,54,,
12981,2025-10-14 14:24:41,749.07,Varejo,CP,,,9095,78312917,PayPass,51,,
12982,2025-05-06 17:53:05,764.75,Varejo,CNP,,,5526,17432419,Phone Order,35,,
12983,2023-12-26 05:18:02,429.12,Alimentação,CNP,,,6289,82118057,eCommerce,38,,
12984,2023-12-13 07:55:58,951.64,Varejo,CP,,Apple Pay,9946,16314196,PayPass,51,,
12985,2023-02-01 22:08:31,793.18,Tecnologia,CP,,,9152,88476814,PayPass,51,,
12986,2023-05-16 10:05:48,837.96,Tecnologia,CNP,,,5005,32264725,eCommerce,38,1.0,
12987,2025-11-20 04:42:51,512.48,Saúde,CNP,,,1555,97192101,Phone Order,35,,
12988,2025-09-21 08:34:44,151.4,Varejo,CP,,Google Pay,1101,71238076,Chip,54,,0.0
12989,2025-05-16 15:10:24,915.84,Varejo,CNP,,,8896,83060336,Phone Order,35,,
12990,2025-03-03 01:48:55,601.74,Varejo,CP,,,9499,78847365,Chip,54,,
12991,2023-03-14 16:08:16,845.7,Varejo,CP,,,9393,36679135,PayPass,51,,
12992,2025-08-12 03:33:41,331.99,Varejo,CP,9.0,,7037,42939783,Chip,54,,
12993,2025-01-13 22:11:50,68.69,Varejo,CP,,Google Pay,2043,43594960,Chip,54,,
12994,2025-08-24 13:54:29,1106.56,Alimentação,CNP,,,7818,78711359,Mail Order,32,,
12995,2023-05-25 13:24:39,946.09,Tecnologia,CP,3.0,Google Pay,5174,84051135,Swiped,59,,
12996,2025-06-05 14:10:57,34.72,Alimentação,CP,,,2012,93068230,Swiped,59,,
12997,2023-04-06 01:31:14,606.57,Varejo,CP,,,5025,28907736,Swiped,59,,
12998,2025-04-24 09:42:47,482.94,Tecnologia,CP,,,8525,63206131,Chip,54,,
12999,2025-01-27 18:50:08,1123.27,Varejo,CP,8.0,,4755,23943342,Swiped,59,,1.0
13000,2023-04-28 06:20:21,542.83,Tecnologia,CP,,,3456,81927775,Swiped,59,,
13001,2025-08-07 02:56:46,869.62,Tecnologia,CNP,,,9704,73791866,Mail Order,32,,
13002,2025-01-27 18:01:26,147.72,Saúde,CP,11.0,,9917,67241734,Swiped,59,,
13003,2025-05-16 17:36:37,638.64,Varejo,CP,7.0,,3371,13457795,Chip,54,,
13004,2023-01-24 15:27:03,513.77,Tecnologia,CNP,,,7114,74134555,Phone Order,35,,
13005,2025-03-07 17:25:44,723.14,Varejo,CNP,,,5483,15375642,Mail Order,32,0.0,
13006,2025-03-04 13:24:12,572.47,Tecnologia,CP,11.0,,3223,41480051,Chip,54,,
13007,2023-03-27 08:06:37,837.65,Varejo,CNP,,,8258,65032254,eCommerce,38,,
13008,2023-07-02 05:43:56,877.23,Tecnologia,CNP,,,2345,10290136,eCommerce,38,,
13009,2025-06-06 16:53:58,990.86,Saúde,CP,2.0,,4335,48542088,Swiped,59,,
13010,2023-05-11 17:44:26,1175.17,Tecnologia,CP,12.0,,2495,40241440,PayPass,51,,
13011,2025-05-15 20:26:28,36.87,Alimentação,CP,,Google Pay,9739,25980266,PayPass,51,,1.0
13012,2025-03-19 22:37:44,749.96,Alimentação,CP,,Samsung Pay,6586,31984768,Swiped,59,,
13013,2025-03-27 14:10:02,242.37,Alimentação,CP,,,6483,87040511,PayPass,51,,0.0
13014,2023-12-19 22:12:22,853.67,Alimentação,CNP,,,3998,82335844,MasterPass,39,,
13015,2023-07-22 11:39:52,1162.11,Alimentação,CP,,,3709,11470190,Chip,54,,
13016,2025-11-14 14:24:22,835.28,Varejo,CP,1.0,Google Pay,9012,61744927,Chip,54,,
13017,2023-06-27 03:31:35,602.78,Alimentação,CP,5.0,,3521,12133232,PayPass,51,,
13018,2025-07-22 12:45:25,447.84,Varejo,CP,,,6605,34002133,Swiped,59,,
13019,2025-02-02 10:50:14,41.05,Saúde,CP,,,1016,93719237,PayPass,51,,
13020,2023-06-27 08:06:19,726.8,Varejo,CNP,,,5239,62403497,eCommerce,38,1.0,
13021,2025-12-23 08:44:42,249.64,Tecnologia,CP,10.0,,6553,35983753,Chip,54,,
13022,2025-07-25 20:32:38,137.66,Alimentação,CNP,,,8564,76273510,Phone Order,35,,
13023,2025-07-09 00:23:37,798.66,Varejo,CP,11.0,,9904,29824290,Swiped,59,,
13024,2025-02-23 21:27:08,674.41,Varejo,CP,6.0,,6383,17912316,Swiped,59,,0.0
13025,2025-07-27 13:03:18,761.07,Saúde,CP,,,9152,36416979,Swiped,59,,
13026,2025-11-20 13:49:18,402.66,Varejo,CP,,,6039,36091502,Swiped,59,,
13027,2025-11-24 22:47:35,80.41,Varejo,CNP,,,1640,39782588,Phone Order,35,,
13028,2023-06-28 06:48:26,480.36,Tecnologia,CP,10.0,,3680,48199079,Swiped,59,,
13029,2025-07-06 08:32:57,1059.74,Alimentação,CP,,,7094,64786800,Swiped,59,,
13030,2023-02-14 09:57:50,994.46,Tecnologia,CP,,,6293,22003042,PayPass,51,,
13031,2023-08-08 12:50:57,105.29,Varejo,CP,,,1749,58083009,Chip,54,,
13032,2025-08-04 06:44:45,339.48,Alimentação,CNP,,,4104,49589596,eCommerce,38,,
13033,2025-03-25 11:34:38,605.6,Alimentação,CP,8.0,Google Pay,4031,70579105,Chip,54,,
13034,2023-11-18 18:17:34,516.01,Varejo,CP,,Samsung Pay,2334,45967307,Swiped,59,,
13035,2025-03-20 13:52:52,798.16,Varejo,CP,,Apple Pay,9489,43230748,PayPass,51,,
13036,2025-01-22 22:46:01,489.33,Varejo,CNP,,,4202,93949951,Phone Order,35,,
13037,2023-12-18 19:27:50,975.06,Tecnologia,CP,,,4758,57522993,Chip,54,,
13038,2023-07-22 15:11:44,754.15,Alimentação,CP,5.0,,3613,47236238,PayPass,51,,
13039,2025-03-08 21:49:55,767.57,Varejo,CNP,,,5139,90079487,MasterPass,39,,
13040,2023-12-01 14:16:01,996.92,Varejo,CP,3.0,,9160,74189013,PayPass,51,,
13041,2025-08-08 05:24:37,977.63,Varejo,CP,9.0,,4727,70965641,PayPass,51,,1.0
13042,2023-09-15 18:22:46,90.85,Alimentação,CP,,,5829,40271552,PayPass,51,,
13043,2025-02-02 22:17:18,687.05,Alimentação,CNP,,,9719,78610907,Recurring,36,,
13044,2023-01-20 14:41:30,364.65,Educação,CNP,,,7440,58316439,Mail Order,32,,
13045,2025-01-28 07:00:02,60.66,Tecnologia,CP,10.0,,4062,26420992,Chip,54,,
13046,2025-06-15 13:42:19,566.26,Varejo,CP,,,7818,78711359,Chip,54,,0.0
13047,2025-09-16 09:06:52,918.48,Alimentação,CNP,,,3082,50718228,Phone Order,35,,
13048,2023-08-05 10:38:31,421.08,Educação,CP,,,8737,11365999,PayPass,51,,
13049,2025-05-28 08:45:16,1061.11,Entretenimento,CP,2.0,,8183,33603430,Swiped,59,,0.0
13050,2025-12-07 01:45:55,572.15,Varejo,CP,,,3741,47828577,Swiped,59,,
13051,2023-12-22 05:34:03,132.56,Educação,CP,11.0,,7172,76539337,Chip,54,,
13052,2025-06-07 00:36:34,303.11,Varejo,CNP,,,7450,18090982,Mail Order,32,,
13053,2023-01-12 07:41:20,291.56,Varejo,CP,1.0,,6063,36554543,Chip,54,,
13054,2023-05-23 10:14:28,1166.43,Alimentação,CP,8.0,Apple Pay,4523,38564360,Swiped,59,,
13055,2023-05-10 04:32:58,709.92,Tecnologia,CP,11.0,,9635,82402038,Swiped,59,,
13056,2025-08-04 11:41:55,321.42,Alimentação,CP,11.0,,9648,78682457,Chip,54,,
13057,2025-04-06 05:32:12,44.25,Alimentação,CNP,,,4031,70579105,Phone Order,35,,
13058,2025-07-26 09:52:40,104.55,Educação,CP,1.0,,5426,51686638,Swiped,59,,
13059,2023-12-06 09:40:48,292.03,Tecnologia,CP,1.0,,8691,38251164,Swiped,59,,1.0
13060,2025-02-19 15:05:07,628.44,Alimentação,CP,12.0,,5659,74699918,Swiped,59,,1.0
13061,2025-08-18 13:38:00,302.96,Alimentação,CP,,Google Pay,1728,58893360,Swiped,59,,0.0
13062,2025-09-20 14:10:20,304.84,Alimentação,CP,,,9356,48292302,Chip,54,,
13063,2025-01-14 01:17:12,804.41,Educação,CNP,,,9590,16295089,Mail Order,32,,
13064,2025-07-23 08:41:47,98.06,Alimentação,CNP,,,5766,13403801,Recurring,36,,
13065,2023-01-10 06:23:27,1027.49,Entretenimento,CNP,,,6631,49322814,MasterPass,39,,
13066,2023-06-16 06:17:18,738.26,Varejo,CP,10.0,,7818,78711359,Swiped,59,,0.0
13067,2025-11-01 05:44:18,720.17,Educação,CP,3.0,Samsung Pay,8297,29037245,PayPass,51,,
13068,2023-10-03 23:50:28,602.96,Varejo,CP,1.0,,4294,27334277,Chip,54,,0.0
13069,2023-06-15 00:31:46,814.9,Tecnologia,CP,,Apple Pay,1932,54807874,PayPass,51,,
13070,2025-06-07 15:16:02,1160.67,Tecnologia,CP,,Samsung Pay,1888,82156369,PayPass,51,,
13071,2023-07-18 07:23:27,525.77,Saúde,CP,,,5782,60708852,Swiped,59,,
13072,2023-05-03 09:56:09,939.66,Alimentação,CP,,,4201,26027949,Chip,54,,
13073,2023-02-19 04:53:57,389.71,Varejo,CP,,,7879,87113874,Swiped,59,,1.0
13074,2023-02-20 12:28:39,745.58,Educação,CNP,,,8982,36700168,Phone Order,35,,
13075,2025-09-27 09:33:17,1172.35,Alimentação,CP,,Apple Pay,2906,46240910,PayPass,51,,
13076,2025-03-29 01:08:05,76.78,Entretenimento,CP,,,9902,74346260,PayPass,51,,
13077,2023-05-13 18:58:32,305.44,Varejo,CP,,,7943,64059104,Swiped,59,,0.0
13078,2023-12-22 17:09:04,1072.2,Alimentação,CP,,Google Pay,7380,14881350,Chip,54,,
13079,2025-04-12 10:11:30,766.79,Varejo,CP,10.0,,7180,43937659,PayPass,51,,
13080,2023-06-07 06:13:52,335.98,Tecnologia,CP,,,1859,79854874,Chip,54,,
13081,2025-06-04 05:32:26,911.45,Varejo,CNP,,,7558,16539113,eCommerce,38,0.0,
13082,2023-04-04 22:58:34,48.67,Varejo,CP,,,9280,58445581,Swiped,59,,
13083,2025-10-12 03:19:08,862.98,Varejo,CP,6.0,,3371,13457795,Chip,54,,
13084,2023-09-10 22:29:50,1052.4,Varejo,CP,10.0,Apple Pay,2931,51677139,PayPass,51,,
13085,2025-04-25 02:07:40,178.25,Entretenimento,CP,,,7986,72122023,PayPass,51,,
13086,2025-12-01 07:36:49,761.37,Alimentação,CP,,,3521,12133232,PayPass,51,,0.0
13087,2023-01-20 00:21:32,632.49,Alimentação,CP,,,9525,20190495,PayPass,51,,
13088,2023-08-19 17:15:46,1065.71,Varejo,CNP,,,3041,40030393,MasterPass,39,,
13089,2025-02-02 15:24:05,1142.11,Alimentação,CP,,,7722,14550014,PayPass,51,,0.0
13090,2023-09-18 19:23:16,480.57,Tecnologia,CP,,,6135,25231460,Chip,54,,
13091,2025-01-14 10:38:01,228.93,Varejo,CP,,Google Pay,4335,48542088,PayPass,51,,0.0
13092,2025-02-02 00:15:04,531.56,Entretenimento,CP,12.0,,7657,21900506,Chip,54,,
13093,2025-03-25 07:31:02,436.79,Varejo,CP,5.0,,2492,41306169,Chip,54,,0.0
13094,2025-04-01 07:10:34,1023.95,Varejo,CP,,,7655,27349588,PayPass,51,,
13095,2023-02-10 14:26:41,385.23,Varejo,CP,,,4763,33479689,PayPass,51,,1.0
13096,2025-08-03 19:22:32,489.09,Tecnologia,CP,,,1908,86118793,Chip,54,,
13097,2025-10-12 21:59:51,815.44,Varejo,CP,2.0,,3491,81868612,PayPass,51,,
13098,2023-07-26 05:12:13,783.09,Entretenimento,CP,,,4863,60098373,Chip,54,,
13099,2023-08-30 01:40:09,131.51,Varejo,CP,7.0,,2296,37555804,PayPass,51,,1.0
13100,2025-01-03 05:13:35,535.14,Varejo,CP,,Apple Pay,9909,75874205,Chip,54,,
13101,2025-09-11 14:54:03,464.51,Varejo,CNP,,,2279,45313079,Phone Order,35,,
13102,2025-05-20 20:54:06,162.93,Alimentação,CP,,Apple Pay,9824,36590324,Swiped,59,,
13103,2023-09-03 08:19:40,490.0,Varejo,CP,10.0,,2495,49289804,Swiped,59,,
13104,2025-03-25 23:41:31,677.77,Varejo,CP,,,3213,96001370,Chip,54,,
13105,2023-03-28 21:34:35,176.98,Varejo,CP,,,8481,60730344,Swiped,59,,
13106,2023-05-20 15:17:41,924.95,Alimentação,CNP,,,4983,71722486,Mail Order,32,,
13107,2023-11-26 16:02:41,460.62,Tecnologia,CNP,,,7445,60246746,Mail Order,32,,
13108,2025-02-02 09:25:53,421.62,Varejo,CNP,,,4814,46810585,eCommerce,38,0.0,
13109,2023-12-09 04:35:09,23.48,Entretenimento,CP,,,7662,26707786,Swiped,59,,
13110,2025-03-06 07:39:54,40.71,Alimentação,CNP,,,9007,93922591,eCommerce,38,,
13111,2023-07-12 05:24:28,22.92,Tecnologia,CP,5.0,Samsung Pay,7532,47834002,Swiped,59,,
13112,2025-02-20 10:54:10,16.1,Varejo,CNP,,,3971,40923809,Mail Order,32,,
13113,2025-01-25 20:34:38,543.69,Varejo,CNP,,,2694,61727759,Recurring,36,,
13114,2023-03-29 02:43:57,636.08,Tecnologia,CP,,,8604,25432835,Chip,54,,
13115,2025-02-07 07:10:32,512.58,Entretenimento,CP,,Apple Pay,9043,15888310,PayPass,51,,
13116,2023-06-05 18:01:26,1197.61,Alimentação,CP,8.0,,5243,41082661,Swiped,59,,
13117,2025-04-06 00:24:53,449.79,Tecnologia,CP,,,4729,51048982,Swiped,59,,
13118,2023-06-04 01:33:34,599.06,Alimentação,CP,,,3597,58956432,Swiped,59,,0.0
13119,2023-01-18 12:33:13,106.76,Saúde,CP,,,2906,46240910,PayPass,51,,
13120,2025-01-09 17:25:44,424.21,Tecnologia,CP,,,1586,18639611,Swiped,59,,
13121,2025-12-17 22:23:39,861.27,Varejo,CP,,,1146,18160108,PayPass,51,,
13122,2025-11-08 17:34:48,1190.27,Varejo,CP,4.0,,5729,94868638,Chip,54,,
13123,2025-11-03 15:42:20,417.83,Varejo,CP,1.0,,2780,54815854,Swiped,59,,
13124,2025-05-23 11:14:06,42.87,Tecnologia,CP,,Samsung Pay,7879,87113874,Swiped,59,,
13125,2023-08-04 01:13:45,692.54,Varejo,CNP,,,9526,71395444,Recurring,36,0.0,
13126,2025-01-04 16:17:14,1152.55,Tecnologia,CP,,,1668,26227918,Swiped,59,,1.0
13127,2025-05-19 22:45:15,754.54,Entretenimento,CP,12.0,,7539,23713087,PayPass,51,,
13128,2023-01-20 16:49:19,522.4,Alimentação,CNP,,,6605,95009952,eCommerce,38,,
13129,2025-07-22 23:33:18,592.54,Varejo,CNP,,,7055,32531137,Recurring,36,,
13130,2025-06-04 13:41:53,890.98,Saúde,CP,,Apple Pay,9642,94233393,PayPass,51,,
13131,2025-03-14 14:06:40,1005.41,Alimentação,CP,10.0,,2279,98592708,PayPass,51,,1.0
13132,2025-03-22 09:03:29,255.31,Varejo,CP,,,1665,76546828,Swiped,59,,1.0
13133,2023-10-03 04:58:00,945.35,Tecnologia,CP,,,6277,75027640,PayPass,51,,
13134,2023-07-06 05:50:21,1097.81,Varejo,CP,,Google Pay,4605,15922372,PayPass,51,,0.0
13135,2025-01-26 19:05:06,958.49,Varejo,CNP,,,7565,50326701,Recurring,36,,
13136,2025-10-10 14:10:59,541.17,Alimentação,CNP,,,9679,77320768,Mail Order,32,,
13137,2025-12-24 04:13:36,479.44,Tecnologia,CP,,,8253,21994528,PayPass,51,,
13138,2025-05-05 04:12:21,170.97,Varejo,CP,,,2423,62233247,PayPass,51,,
13139,2023-10-10 00:43:51,1153.64,Entretenimento,CP,,,5902,13998402,PayPass,51,,
13140,2025-04-23 15:00:33,1033.9,Alimentação,CP,,Apple Pay,6064,86676079,Swiped,59,,
13141,2025-06-10 00:57:58,1073.89,Varejo,CP,4.0,,2385,56066396,Chip,54,,
13142,2023-07-14 00:23:47,455.46,Varejo,CP,7.0,Samsung Pay,6203,56872327,PayPass,51,,1.0
13143,2025-02-15 22:32:01,808.81,Alimentação,CP,,,9353,62923758,PayPass,51,,
13144,2025-09-10 11:53:18,93.59,Alimentação,CNP,,,7533,93920174,Phone Order,35,,
13145,2025-07-03 13:07:58,1168.68,Varejo,CP,2.0,,1697,58147052,PayPass,51,,1.0
