ID_Cartao,Produto_Mastercard,Tipo_Cartao,Data_Emissao,Data_Ativacao,Data_Validade,Limite_Cartao
69980844,Gold,Crédito,2024-03-02 00:00:20,2024-06-05 00:20:01,2027-08-18,10000.0
64958937,Maestro/Debit,Débito,2023-08-11 00:00:20,2024-08-05 06:16:10,2025-06-16,0.0
48845468,Black,Crédito,2023-01-05 00:00:20,2023-08-18 00:49:38,2027-09-03,24000.0
30564564,Platinum,Crédito,2023-01-02 00:00:20,2023-01-02 04:33:00,2027-12-03,11000.0
37058049,Platinum,Crédito,2023-01-21 00:00:20,2023-01-21 16:43:25,2027-03-28,30000.0
14148612,Standard,Crédito,2023-01-10 00:00:00,2023-02-22 05:34:03,2028-01-01,11000.0
74619324,Platinum,Crédito,2023-01-02 00:00:20,2023-01-10 01:20:09,2027-08-04,18000.0
85463072,Black,Crédito,2023-01-14 00:00:20,2023-12-15 00:02:08,2026-01-09,27000.0
70764101,Platinum,Crédito,2023-05-06 00:00:20,2024-12-20 15:14:57,2025-07-04,16000.0
40195986,Platinum,Crédito,2024-02-06 00:00:20,2024-03-14 14:10:30,2028-01-01,20000.0
71284150,Maestro/Debit,Débito,2024-04-26 00:00:20,2024-04-26 23:03:49,2025-11-17,0.0
23453126,Platinum,Crédito,2024-07-15 00:00:20,2024-08-19 06:59:33,2027-09-29,25000.0
67365913,Black,Crédito,2023-01-27 00:00:20,2023-03-01 15:24:10,2027-01-08,41000.0
71112953,Maestro/Debit,Débito,2023-03-11 00:00:20,2024-04-13 08:23:12,2025-05-07,0.0
71743396,Black,Crédito,2023-01-04 00:00:20,2023-01-04 23:13:06,2026-06-03,42000.0
54641884,Maestro/Debit,Débito,2023-01-02 00:00:20,2023-01-02 01:16:46,2027-03-31,0.0
94316834,Gold,Crédito,2023-01-04 00:00:20,2023-04-09 17:52:17,2027-07-03,21000.0
83054320,Maestro/Debit,Débito,2023-01-02 00:00:20,2023-01-04 05:25:10,2026-05-30,0.0
38564360,Black,Crédito,2023-01-16 00:00:20,2023-01-16 09:30:28,2027-12-17,18000.0
89221277,Black,Crédito,2024-07-19 00:00:20,2024-07-19 20:44:27,2027-01-04,38000.0
94372857,Standard,Crédito,2024-01-24 00:00:20,2024-02-09 08:00:08,2028-01-01,7000.0
82352838,Maestro/Debit,Débito,2023-01-01 00:00:20,2023-01-01 08:46:25,2027-05-06,0.0
40812828,Standard,Crédito,2023-01-03 00:00:00,2023-09-20 02:51:32,2028-01-01,18000.0
18090982,Black,Crédito,2023-01-13 00:00:20,2023-01-13 04:16:47,2027-11-19,27000.0
45121893,Standard,Crédito,2023-01-08 00:00:20,2023-02-07 00:20:37,2026-09-08,11000.0
91441951,Gold,Crédito,2023-02-06 00:00:20,2023-09-21 10:33:19,2026-08-26,15000.0
19334561,Platinum,Crédito,2024-03-12 00:00:20,2024-03-18 19:50:48,2026-06-29,28000.0
13403801,Standard,Crédito,2023-01-02 00:00:20,2023-01-02 10:50:38,2026-05-22,12000.0
30128779,Gold,Crédito,2023-01-09 00:00:20,2023-01-13 09:28:33,2027-06-18,12000.0
57977616,Gold,Crédito,2023-11-05 00:00:20,2024-06-08 19:39:02,2026-12-19,9000.0
63876067,Black,Crédito,2023-10-27 00:00:20,2024-06-14 14:37:38,2027-07-08,26000.0
84983604,Platinum,Crédito,2023-01-03 00:00:00,2023-05-06 17:16:30,2028-01-01,12000.0
59809449,Black,Crédito,2023-01-07 00:00:20,2023-01-14 14:48:23,2027-08-19,13000.0
20694886,Platinum,Crédito,2023-01-02 00:00:00,2023-03-13 16:28:57,2028-01-01,10000.0
95228303,Platinum,Crédito,2024-02-15 00:00:20,2024-02-15 18:11:26,2025-10-02,17000.0
40923809,Black,Crédito,2023-01-04 00:00:20,2023-01-04 10:44:43,2026-08-15,28000.0
52935778,Platinum,Crédito,2023-01-02 00:00:20,2023-01-08 01:26:36,2026-10-11,15000.0
69316117,Black,Crédito,2024-07-22 00:00:20,2024-07-22 21:25:18,2026-04-12,20000.0
70356112,Maestro/Debit,Débito,2023-01-04 00:00:00,2023-08-06 14:00:12,2028-01-01,0.0
21750468,Maestro/Debit,Débito,2023-07-20 00:00:20,2024-08-30 05:01:18,2027-10-21,0.0
79404035,Black,Crédito,2023-08-02 00:00:20,2024-05-17 18:11:13,2025-10-21,29000.0
11179970,Maestro/Debit,Débito,2023-04-02 00:00:20,2024-05-27 14:10:33,2027-06-28,0.0
67578944,Gold,Crédito,2023-01-06 00:00:20,2023-01-06 16:37:10,2027-10-19,10000.0
59904534,Platinum,Crédito,2023-10-14 00:00:20,2024-08-23 04:47:09,2028-01-01,13000.0
23087282,Black,Crédito,2024-04-26 00:00:20,2024-04-26 16:43:20,2027-03-23,39000.0
84183169,Gold,Crédito,2023-01-15 00:00:20,2023-01-28 16:13:39,2026-11-08,16000.0
98013658,Standard,Crédito,2023-04-17 00:00:20,2024-11-15 07:09:55,2026-08-15,11000.0
44544858,Gold,Crédito,2023-01-03 00:00:20,2023-01-03 11:19:27,2027-02-12,10000.0
72884472,Black,Crédito,2023-02-09 00:00:00,2023-07-27 09:08:33,2028-01-01,17000.0
98542493,Black,Crédito,2023-01-09 00:00:00,2023-03-15 06:50:59,2028-01-01,41000.0
27349588,Platinum,Crédito,2023-01-12 00:00:20,2023-01-12 12:42:41,2027-06-12,34000.0
32009468,Platinum,Crédito,2023-01-04 00:00:20,2023-01-04 20:06:33,2027-02-28,29000.0
37413832,Platinum,Crédito,2023-01-03 00:00:20,2023-01-03 11:44:08,2026-07-27,22000.0
19585440,Platinum,Crédito,2023-01-08 00:00:20,2023-01-16 07:04:08,2027-01-10,13000.0
65502395,Maestro/Debit,Débito,2023-02-12 00:00:20,2024-08-02 10:18:08,2026-08-02,0.0
71338375,Maestro/Debit,Débito,2024-06-20 00:00:20,2024-06-20 09:03:43,2026-11-29,0.0
28360692,Platinum,Crédito,2023-01-04 00:00:20,2023-01-04 13:18:44,2026-02-17,30000.0
77290059,Maestro/Debit,Débito,2023-01-09 00:00:00,2023-07-11 23:12:24,2028-01-01,0.0
79948574,Platinum,Crédito,2023-01-12 00:00:00,2023-05-11 02:25:46,2028-01-01,28000.0
85608900,Platinum,Crédito,2023-11-25 00:00:20,2024-04-06 21:50:26,2026-12-12,14000.0
52879819,Platinum,Crédito,2023-01-06 00:00:20,2023-01-06 10:12:38,2027-12-27,20000.0
17116328,Gold,Crédito,2023-02-10 00:00:20,2024-06-24 04:21:30,2028-01-01,21000.0
27829504,Maestro/Debit,Débito,2024-10-18 00:00:20,2024-12-23 02:31:49,2027-07-12,0.0
55418873,Gold,Crédito,2023-01-12 00:00:20,2023-01-12 13:31:14,2028-01-01,16000.0
57875071,Platinum,Crédito,2023-12-30 00:00:20,2024-10-12 16:37:07,2026-04-16,21000.0
69623653,Platinum,Crédito,2024-11-07 00:00:20,2024-11-07 21:57:40,2028-01-01,13000.0
11407339,Black,Crédito,2023-01-03 00:00:00,2023-08-12 17:20:43,2028-01-01,40000.0
76199600,Standard,Crédito,2023-03-15 00:00:00,2023-08-07 03:40:06,2028-01-01,6000.0
14864660,Gold,Crédito,2023-07-20 00:00:20,2024-06-23 18:30:11,2027-11-13,20000.0
69699105,Platinum,Crédito,2023-01-03 00:00:20,2023-02-17 06:59:36,2025-07-14,18000.0
55422292,Gold,Crédito,2023-01-01 00:00:20,2023-05-06 06:02:26,2026-01-04,14000.0
83032933,Gold,Crédito,2023-04-28 00:00:20,2024-05-19 19:42:45,2026-10-27,13000.0
70759805,Black,Crédito,2023-04-02 00:00:20,2024-05-20 08:48:23,2026-12-13,26000.0
26467065,Gold,Crédito,2023-12-30 00:00:20,2024-09-28 07:52:34,2027-01-04,18000.0
24694747,Platinum,Crédito,2023-01-07 00:00:20,2023-01-07 08:50:42,2027-07-04,30000.0
68409820,Gold,Crédito,2023-01-03 00:00:20,2023-01-05 06:28:13,2025-09-20,24000.0
24284627,Gold,Crédito,2024-11-04 00:00:20,2024-12-17 08:18:53,2026-11-13,18000.0
23943342,Maestro/Debit,Débito,2024-04-03 00:00:20,2024-04-03 20:21:26,2027-07-17,0.0
72379155,Gold,Crédito,2023-01-10 00:00:20,2023-01-14 07:52:30,2025-09-27,12000.0
71659697,Gold,Crédito,2023-01-10 00:00:20,2023-01-13 00:45:04,2026-10-31,24000.0
83035093,Black,Crédito,2023-01-12 00:00:20,2023-01-14 14:26:29,2027-08-20,15000.0
75885754,Gold,Crédito,2023-01-02 00:00:20,2023-03-09 13:09:52,2027-09-01,9000.0
28358605,Platinum,Crédito,2023-01-05 00:00:20,2023-02-04 23:54:19,2027-04-04,20000.0
24642610,Platinum,Crédito,2023-01-07 00:00:20,2023-01-07 00:22:57,2026-01-02,20000.0
26150766,Platinum,Crédito,2024-04-06 00:00:20,2024-04-06 04:37:45,2027-07-07,25000.0
86870356,Black,Crédito,2023-01-04 00:00:20,2023-01-04 06:32:42,2027-03-15,34000.0
25119908,Gold,Crédito,2024-06-11 00:00:20,2024-06-11 17:17:26,2027-03-25,10000.0
30163043,Black,Crédito,2023-01-07 00:00:20,2023-01-09 05:41:56,2027-05-02,47000.0
21704338,Standard,Crédito,2023-01-01 00:00:20,2023-01-01 03:21:55,2027-08-09,9000.0
34908084,Platinum,Crédito,2024-04-18 00:00:20,2024-04-18 19:15:16,2026-03-26,18000.0
59959720,Black,Crédito,2023-01-06 00:00:20,2023-01-23 13:02:43,2027-11-03,33000.0
60246746,Gold,Crédito,2023-01-04 00:00:20,2023-01-04 05:32:23,2025-09-22,15000.0
70319526,Black,Crédito,2023-01-06 00:00:20,2023-01-06 17:23:12,2025-09-16,36000.0
90000914,Platinum,Crédito,2023-01-09 00:00:20,2023-01-09 06:32:23,2025-08-30,28000.0
28637133,Standard,Crédito,2023-10-10 00:00:20,2024-03-12 14:29:53,2026-05-04,6000.0
53117843,Black,Crédito,2023-01-14 00:00:20,2023-01-21 10:25:24,2027-04-25,39000.0
15867118,Maestro/Debit,Débito,2023-10-03 00:00:20,2024-01-04 11:42:52,2026-08-09,0.0
76686903,Black,Crédito,2023-01-12 00:00:20,2023-01-12 19:43:56,2026-04-26,39000.0
36282933,Platinum,Crédito,2023-12-18 00:00:20,2024-05-22 07:37:40,2025-11-11,24000.0
63800700,Standard,Crédito,2023-03-16 00:00:20,2024-02-04 19:56:16,2026-01-27,20000.0
18824528,Platinum,Crédito,2023-01-12 00:00:20,2023-01-12 00:46:37,2027-11-17,20000.0
89021047,Black,Crédito,2023-01-07 00:00:20,2023-01-16 01:07:15,2027-11-27,33000.0
55204539,Platinum,Crédito,2023-01-06 00:00:20,2023-01-06 17:11:31,2026-01-16,18000.0
37767115,Platinum,Crédito,2023-01-08 00:00:20,2023-01-08 03:56:43,2025-11-15,27000.0
21525011,Maestro/Debit,Débito,2023-01-13 00:00:20,2023-01-13 12:12:10,2027-04-25,0.0
21462535,Platinum,Crédito,2023-01-15 00:00:20,2023-01-15 04:12:24,2027-12-17,34000.0
14678577,Standard,Crédito,2023-01-10 00:00:20,2023-01-18 00:01:59,2026-12-17,11000.0
16792935,Standard,Crédito,2023-04-11 00:00:20,2024-01-17 17:58:12,2027-05-12,7000.0
75027640,Platinum,Crédito,2023-01-03 00:00:20,2023-01-14 10:13:58,2026-09-25,29000.0
99232708,Maestro/Debit,Débito,2023-01-16 00:00:20,2023-04-27 04:26:25,2025-11-01,0.0
67241734,Platinum,Crédito,2023-01-05 00:00:20,2023-01-25 10:25:38,2026-10-05,27000.0
63206131,Maestro/Debit,Débito,2023-01-01 00:00:20,2023-01-01 10:35:02,2026-08-19,0.0
75864302,Black,Crédito,2023-01-03 00:00:20,2023-02-11 02:47:55,2025-05-23,19000.0
86286450,Gold,Crédito,2023-03-18 00:00:20,2024-05-16 19:51:05,2026-05-11,11000.0
57526562,Platinum,Crédito,2024-02-13 00:00:20,2024-03-14 01:17:14,2026-03-20,27000.0
34553791,Platinum,Crédito,2024-06-26 00:00:20,2024-06-26 10:41:16,2027-08-03,18000.0
65158380,Gold,Crédito,2023-01-07 00:00:00,2023-05-04 04:38:08,2028-01-01,9000.0
27269277,Standard,Crédito,2023-03-08 00:00:20,2024-02-13 06:01:09,2026-07-14,18000.0
90424819,Black,Crédito,2023-01-02 00:00:20,2023-02-17 00:00:33,2027-04-13,25000.0
49014555,Black,Crédito,2023-08-28 00:00:20,2024-03-16 12:38:43,2025-07-14,25000.0
26037937,Standard,Crédito,2023-06-23 00:00:20,2024-03-16 11:49:38,2025-05-11,20000.0
54815854,Gold,Crédito,2024-08-02 00:00:20,2024-08-04 04:11:45,2027-07-12,25000.0
98139275,Maestro/Debit,Débito,2023-01-11 00:00:20,2023-01-11 16:50:18,2026-09-06,0.0
65971401,Standard,Crédito,2023-03-08 00:00:20,2024-03-15 03:18:56,2026-10-07,21000.0
41641107,Maestro/Debit,Débito,2023-01-01 00:00:20,2023-01-01 17:30:37,2026-01-04,0.0
70615145,Standard,Crédito,2023-06-24 00:00:20,2024-06-04 00:16:57,2028-01-01,18000.0
11563066,Platinum,Crédito,2023-01-01 00:00:20,2023-01-18 12:55:31,2027-10-14,28000.0
51247962,Black,Crédito,2024-10-01 00:00:20,2024-10-01 04:32:55,2028-01-01,18000.0
34428991,Gold,Crédito,2023-02-03 00:00:20,2024-07-29 10:47:21,2026-01-12,11000.0
11057921,Gold,Crédito,2023-01-12 00:00:20,2023-01-12 03:51:06,2027-07-06,20000.0
42874045,Black,Crédito,2023-01-28 00:00:00,2023-10-07 23:43:50,2028-01-01,22000.0
69246559,Platinum,Crédito,2023-01-04 00:00:20,2023-01-04 16:01:55,2026-04-01,24000.0
80210939,Maestro/Debit,Débito,2023-01-04 00:00:20,2023-01-04 15:05:59,2027-06-26,0.0
62089600,Platinum,Crédito,2023-01-01 00:00:20,2023-01-01 21:21:38,2027-01-05,24000.0
65037474,Platinum,Crédito,2023-01-22 00:00:20,2023-02-01 12:57:18,2026-05-04,12000.0
95001836,Platinum,Crédito,2023-10-22 00:00:20,2024-12-10 15:31:06,2028-01-01,15000.0
40064367,Platinum,Crédito,2023-01-12 00:00:20,2023-02-21 17:40:24,2026-01-20,19000.0
17583980,Platinum,Crédito,2023-01-02 00:00:20,2023-01-02 00:19:53,2027-08-24,23000.0
95103238,Platinum,Crédito,2023-01-03 00:00:20,2023-01-03 20:47:47,2026-07-26,12000.0
36459646,Black,Crédito,2024-02-14 00:00:20,2024-04-29 08:30:50,2026-12-25,33000.0
83618364,Standard,Crédito,2023-07-27 00:00:20,2024-02-03 10:08:36,2027-10-03,7000.0
93887297,Platinum,Crédito,2023-01-04 00:00:20,2023-05-05 03:51:02,2026-06-25,11000.0
37167272,Maestro/Debit,Débito,2023-01-01 00:00:20,2023-01-01 22:12:53,2027-05-28,0.0
90533319,Maestro/Debit,Débito,2023-01-06 00:00:20,2023-01-06 10:36:32,2027-12-06,0.0
81117652,Platinum,Crédito,2023-07-30 00:00:20,2024-10-23 15:44:31,2026-11-02,30000.0
87336915,Gold,Crédito,2023-11-23 00:00:20,2024-10-22 08:50:59,2028-01-01,22000.0
69681934,Platinum,Crédito,2023-04-22 00:00:20,2024-10-25 17:41:24,2026-02-13,21000.0
41782373,Standard,Crédito,2023-07-03 00:00:20,2024-09-14 09:09:44,2026-06-13,7000.0
11674181,Black,Crédito,2023-01-09 00:00:20,2023-01-13 06:20:22,2025-09-16,33000.0
45385209,Gold,Crédito,2023-01-01 00:00:00,2023-03-26 12:41:27,2028-01-01,15000.0
43131886,Gold,Crédito,2023-01-10 00:00:20,2023-01-30 09:29:44,2026-11-29,20000.0
16433372,Platinum,Crédito,2023-01-10 00:00:20,2023-01-10 18:23:24,2026-02-07,22000.0
18214659,Black,Crédito,2023-01-15 00:00:20,2023-01-15 04:35:34,2027-12-14,16000.0
30304832,Gold,Crédito,2023-01-01 00:00:00,2023-04-16 15:13:09,2028-01-01,22000.0
78938083,Standard,Crédito,2023-01-05 00:00:20,2023-01-08 00:32:32,2026-03-01,9000.0
92561222,Platinum,Crédito,2023-08-15 00:00:20,2024-10-29 04:27:53,2026-10-09,26000.0
77640252,Platinum,Crédito,2024-04-04 00:00:20,2024-04-26 04:55:02,2026-06-08,32000.0
42163389,Platinum,Crédito,2023-01-10 00:00:00,2023-05-18 23:41:27,2028-01-01,19000.0
64434902,Gold,Crédito,2023-01-27 00:00:20,2023-01-27 12:08:43,2026-05-02,10000.0
73080115,Black,Crédito,2023-09-06 00:00:20,2024-09-13 03:41:15,2025-07-21,22000.0
62737842,Standard,Crédito,2023-11-23 00:00:20,2024-07-15 03:22:00,2026-09-13,6000.0
82093856,Black,Crédito,2023-01-11 00:00:20,2023-01-11 01:55:46,2025-09-05,18000.0
72925138,Platinum,Crédito,2023-10-11 00:00:20,2024-06-23 13:17:44,2026-02-12,28000.0
77742229,Black,Crédito,2024-10-20 00:00:20,2024-11-10 12:21:03,2026-10-06,33000.0
43187961,Black,Crédito,2023-01-11 00:00:20,2023-01-11 07:04:57,2026-03-19,14000.0
45364806,Platinum,Crédito,2024-09-15 00:00:20,2024-10-11 01:54:09,2026-08-16,26000.0
85936024,Black,Crédito,2023-01-23 00:00:00,2023-02-22 02:55:51,2028-01-01,49000.0
52205914,Gold,Crédito,2023-01-11 00:00:20,2023-01-13 00:44:18,2027-06-19,11000.0
10528116,Black,Crédito,2023-01-03 00:00:20,2023-02-08 03:30:23,2027-01-02,39000.0
61483274,Platinum,Crédito,2023-01-01 00:00:20,2023-01-01 18:47:22,2026-04-26,27000.0
85215883,Platinum,Crédito,2023-01-03 00:00:20,2023-01-10 22:59:55,2026-04-16,15000.0
82118057,Black,Crédito,2023-01-10 00:00:20,2023-01-10 03:47:47,2025-11-07,23000.0
52047195,Black,Crédito,2023-01-12 00:00:20,2023-01-12 14:27:09,2027-10-29,37000.0
62504458,Platinum,Crédito,2023-01-14 00:00:20,2023-01-17 06:16:02,2025-10-04,22000.0
29502907,Platinum,Crédito,2023-01-04 00:00:20,2023-01-04 19:33:58,2027-03-18,19000.0
12635165,Platinum,Crédito,2023-01-11 00:00:20,2024-09-19 08:48:20,2026-06-12,24000.0
84396790,Gold,Crédito,2023-01-05 00:00:20,2023-01-12 14:53:21,2026-11-21,8000.0
17627991,Platinum,Crédito,2024-09-20 00:00:20,2024-09-20 04:34:49,2027-04-17,20000.0
26803397,Black,Crédito,2023-02-06 00:00:20,2023-02-06 00:31:26,2026-06-13,32000.0
42201765,Platinum,Crédito,2023-01-02 00:00:20,2023-01-02 01:36:33,2027-07-18,31000.0
24746549,Maestro/Debit,Débito,2023-10-27 00:00:20,2024-03-28 04:15:56,2026-10-16,0.0
20226066,Gold,Crédito,2023-09-06 00:00:20,2024-12-26 16:40:58,2026-10-18,20000.0
10622709,Platinum,Crédito,2023-01-03 00:00:20,2023-01-03 20:25:31,2026-05-08,12000.0
94486126,Platinum,Crédito,2023-01-05 00:00:20,2023-02-10 09:39:04,2026-07-19,21000.0
96214146,Standard,Crédito,2023-06-14 00:00:20,2024-06-12 11:16:41,2027-04-18,10000.0
51887174,Gold,Crédito,2023-01-02 00:00:20,2023-01-02 03:03:26,2026-06-29,28000.0
33745761,Gold,Crédito,2023-01-07 00:00:20,2023-01-07 04:47:06,2027-10-29,16000.0
99830758,Maestro/Debit,Débito,2024-03-02 00:00:20,2024-03-02 15:39:39,2027-07-23,0.0
16666791,Black,Crédito,2023-11-08 00:00:20,2024-12-14 17:18:49,2026-10-16,25000.0
25801160,Black,Crédito,2023-01-11 00:00:20,2023-03-07 10:57:53,2027-10-29,29000.0
25952371,Standard,Crédito,2023-01-06 00:00:20,2023-01-14 00:01:10,2026-01-02,17000.0
43050736,Maestro/Debit,Débito,2024-07-07 00:00:20,2024-07-15 06:59:22,2025-05-18,0.0
31420504,Black,Crédito,2024-12-16 00:00:20,2024-12-22 11:24:01,2028-01-01,21000.0
87927816,Platinum,Crédito,2023-01-07 00:00:20,2023-01-07 23:17:56,2025-12-17,21000.0
70163855,Black,Crédito,2023-09-11 00:00:20,2024-01-26 04:39:35,2027-05-28,33000.0
13947223,Platinum,Crédito,2023-01-08 00:00:20,2023-01-08 05:03:15,2027-05-15,24000.0
88444641,Standard,Crédito,2023-12-17 00:00:20,2024-12-17 16:06:06,2027-08-22,6000.0
75559425,Gold,Crédito,2023-01-01 00:00:20,2023-01-02 18:04:16,2026-05-08,22000.0
89923683,Black,Crédito,2023-01-07 00:00:20,2023-01-07 11:08:36,2026-05-10,15000.0
30729696,Platinum,Crédito,2023-01-03 00:00:20,2023-01-07 12:17:01,2027-03-12,21000.0
99421541,Black,Crédito,2023-01-07 00:00:20,2023-01-07 23:31:43,2025-12-23,22000.0
36619551,Platinum,Crédito,2023-01-11 00:00:20,2023-01-11 13:53:52,2027-05-25,14000.0
53501966,Gold,Crédito,2023-01-05 00:00:20,2023-01-05 23:15:32,2026-08-08,18000.0
90265024,Maestro/Debit,Débito,2023-01-02 00:00:20,2023-04-04 18:21:02,2026-05-01,0.0
71548991,Maestro/Debit,Débito,2023-09-11 00:00:20,2024-03-11 17:43:35,2027-06-24,0.0
36679135,Black,Crédito,2023-01-04 00:00:20,2023-01-04 01:52:52,2026-11-10,44000.0
68592443,Standard,Crédito,2024-03-01 00:00:20,2024-03-06 06:11:31,2025-10-15,12000.0
47232226,Standard,Crédito,2023-01-09 00:00:20,2023-01-09 06:38:00,2026-07-13,8000.0
49287844,Gold,Crédito,2023-11-21 00:00:20,2024-12-18 14:02:03,2026-10-07,12000.0
97391320,Platinum,Crédito,2023-09-06 00:00:20,2025-01-13 20:38:23,2027-04-01,19000.0
13998402,Platinum,Crédito,2023-01-05 00:00:20,2023-01-05 00:26:26,2025-11-21,20000.0
34065137,Platinum,Crédito,2025-01-08 00:00:20,2025-03-23 03:37:33,2025-11-02,15000.0
53104324,Black,Crédito,2023-01-19 00:00:00,2023-04-20 10:24:53,2028-01-02,27000.0
36575420,Platinum,Crédito,2023-01-25 00:00:20,2023-02-02 10:13:19,2027-06-14,13000.0
79167397,Platinum,Crédito,2023-02-05 00:00:20,2024-02-20 13:43:43,2027-03-02,20000.0
45264108,Platinum,Crédito,2023-01-06 00:00:20,2023-01-06 19:32:47,2026-08-16,28000.0
16744586,Standard,Crédito,2023-01-15 00:00:20,2023-01-15 01:04:35,2027-03-15,14000.0
14491784,Platinum,Crédito,2023-01-01 00:00:20,2023-01-01 21:07:57,2026-07-03,22000.0
92621988,Black,Crédito,2024-12-06 00:00:20,2024-12-25 04:42:43,2028-01-02,47000.0
76139503,Maestro/Debit,Débito,2023-01-10 00:00:20,2023-02-01 04:55:18,2026-02-23,0.0
97683986,Maestro/Debit,Débito,2023-01-03 00:00:20,2023-01-03 15:39:27,2027-05-08,0.0
95274585,Standard,Crédito,2023-01-01 00:00:20,2023-01-01 02:37:15,2027-03-14,18000.0
95789324,Maestro/Debit,Débito,2023-01-09 00:00:20,2023-08-05 15:12:39,2027-03-13,0.0
71655314,Gold,Crédito,2023-01-10 00:00:20,2023-01-10 09:52:48,2026-07-07,18000.0
46009718,Maestro/Debit,Débito,2023-01-02 00:00:00,2023-04-10 16:28:57,2028-01-02,0.0
97989622,Black,Crédito,2023-01-08 00:00:20,2023-01-11 22:38:42,2026-04-05,17000.0
74664037,Platinum,Crédito,2023-06-27 00:00:20,2024-01-28 19:51:00,2025-02-28,12000.0
78711359,Platinum,Crédito,2023-01-04 00:00:20,2023-01-25 05:08:21,2026-01-05,30000.0
57273927,Black,Crédito,2023-01-01 00:00:20,2023-01-02 08:53:33,2027-10-05,47000.0
68095055,Black,Crédito,2023-01-03 00:00:20,2023-01-03 02:09:13,2026-07-12,36000.0
10366506,Gold,Crédito,2023-01-03 00:00:20,2023-01-03 08:05:04,2027-07-01,10000.0
92972707,Standard,Crédito,2023-01-04 00:00:20,2023-02-25 16:25:20,2027-09-03,12000.0
61808101,Gold,Crédito,2024-05-28 00:00:20,2024-10-16 05:18:44,2028-01-02,21000.0
37423705,Black,Crédito,2023-01-04 00:00:20,2023-01-04 21:44:22,2026-04-20,45000.0
11565319,Maestro/Debit,Débito,2023-01-18 00:00:20,2023-01-18 15:19:42,2026-11-21,0.0
97235356,Gold,Crédito,2025-01-01 00:00:20,2025-01-01 01:32:23,2026-09-13,25000.0
57813038,Platinum,Crédito,2023-01-07 00:00:20,2023-01-23 15:21:49,2026-09-13,32000.0
38881824,Gold,Crédito,2023-04-29 00:00:20,2025-06-09 22:07:43,2028-01-02,12000.0
82854224,Platinum,Crédito,2023-01-04 00:00:20,2023-01-09 06:18:56,2026-01-17,11000.0
14390710,Platinum,Crédito,2023-01-30 00:00:20,2024-11-04 19:23:11,2025-10-08,19000.0
68391397,Maestro/Debit,Débito,2023-01-03 00:00:20,2023-01-15 14:06:26,2026-10-25,0.0
91691932,Platinum,Crédito,2023-01-03 00:00:20,2023-01-24 22:23:10,2026-07-10,24000.0
32641081,Platinum,Crédito,2023-01-11 00:00:20,2023-03-22 19:36:14,2027-11-18,12000.0
25934598,Maestro/Debit,Débito,2023-01-10 00:00:20,2023-03-04 15:35:08,2027-10-18,0.0
51677139,Standard,Crédito,2023-01-03 00:00:00,2023-08-01 17:16:30,2028-01-02,9000.0
69389489,Black,Crédito,2023-01-16 00:00:20,2023-02-04 07:49:34,2026-04-05,45000.0
90765373,Black,Crédito,2023-01-02 00:00:20,2023-01-02 10:57:29,2026-05-10,30000.0
39368707,Black,Crédito,2023-01-04 00:00:00,2023-04-03 16:14:23,2028-01-02,42000.0
81120331,Gold,Crédito,2023-01-10 00:00:00,2023-04-23 07:53:34,2028-01-02,16000.0
66185527,Platinum,Crédito,2023-01-08 00:00:20,2023-01-13 06:01:43,2025-08-02,37000.0
37623725,Black,Crédito,2023-01-04 00:00:20,2023-01-04 10:12:00,2025-02-17,21000.0
88814553,Maestro/Debit,Débito,2023-07-20 00:00:20,2024-10-30 03:38:35,2027-05-08,0.0
79862252,Gold,Crédito,2023-01-15 00:00:20,2023-01-15 05:11:05,2027-06-15,13000.0
24478782,Platinum,Crédito,2023-01-09 00:00:20,2023-01-09 02:32:16,2026-10-31,13000.0
25445410,Gold,Crédito,2023-05-16 00:00:20,2024-11-25 01:08:48,2025-12-20,23000.0
99587086,Platinum,Crédito,2024-02-25 00:00:20,2024-02-26 01:00:14,2028-01-02,33000.0
39621316,Black,Crédito,2023-09-02 00:00:20,2024-01-14 07:34:15,2027-04-23,30000.0
26027949,Platinum,Crédito,2023-01-16 00:00:20,2023-01-16 20:32:51,2027-01-25,17000.0
36554543,Maestro/Debit,Débito,2023-01-02 00:00:20,2023-01-09 06:41:35,2026-12-29,0.0
85236701,Platinum,Crédito,2023-01-01 00:00:20,2023-01-01 06:28:51,2026-08-31,20000.0
79571444,Gold,Crédito,2023-01-07 00:00:00,2023-05-16 08:15:49,2028-01-02,15000.0
41937986,Platinum,Crédito,2023-01-03 00:00:20,2023-01-03 04:51:11,2025-05-31,14000.0
88620993,Black,Crédito,2023-03-03 00:00:20,2024-02-12 20:45:00,2027-09-15,32000.0
67417304,Black,Crédito,2023-01-11 00:00:20,2023-02-17 10:07:39,2026-08-29,30000.0
41693845,Platinum,Crédito,2023-01-02 00:00:20,2023-01-26 13:36:17,2027-06-22,24000.0
16014735,Platinum,Crédito,2023-01-09 00:00:20,2023-01-09 04:06:54,2027-12-12,17000.0
35937604,Black,Crédito,2023-03-16 00:00:20,2024-01-21 04:57:43,2025-07-20,37000.0
37401478,Maestro/Debit,Débito,2023-10-16 00:00:20,2024-05-18 11:04:12,2027-03-20,0.0
90873190,Maestro/Debit,Débito,2023-08-03 00:00:20,2024-12-03 08:17:48,2026-08-16,0.0
98023467,Standard,Crédito,2023-02-21 00:00:20,2024-08-05 18:37:37,2026-12-29,12000.0
