Cliente_ID,Valor,Data,Pix_para_si_mesmo,Tipo_transacao,Aprovado,PF_PJ,Agendado
3723,194.47,2023-10-02 20:09:10.711905280,0,Envio,1,PJ,Não
4595,227.0,2023-11-10 23:04:27.186847232,0,Envio,1,PF,Não
7303,283.0,2024-09-30 15:03:00.322562304,1,Envio,1,PF,Não
4986,142.26,2023-07-10 14:00:27.148308736,0,Envio,1,PJ,Não
6902,238.0,2024-04-26 03:04:23.166629632,1,Envio,1,PF,Não
4768,45.0,2025-12-20 00:56:11.872572160,0,Envio,1,PJ,Não
2439,40.0,2024-11-12 19:52:00.401801216,0,Envio,1,PJ,Não
2733,80.33,2023-06-23 16:56:15.440731136,0,Envio,1,PJ,Não
3526,103.24,2024-03-16 08:26:27.881384960,0,Envio,1,PF,Não
2918,379.0,2023-10-03 19:46:11.196011520,0,Envio,1,PF,Não
1743,87.61,2023-06-03 14:15:04.081199616,0,Envio,1,PF,Não
1250,292.0,2024-05-06 05:36:00.134351616,0,Envio,1,PJ,Não
6724,416.0,2024-03-13 22:40:17.378942720,0,Envio,1,PJ,Não
6964,1635.0,2025-12-23 22:35:21.251887104,1,Envio,1,PF,Não
4886,328.0,2023-03-26 20:16:51.816765696,0,Envio,0,PJ,Não
8825,389.0,2023-03-02 20:14:34.559270400,0,Recebimento,1,PJ,Não
1542,948.24,2023-06-04 12:31:56.808186112,0,Envio,1,PF,Sim
7620,152.35,2024-08-17 05:23:10.135859200,0,Envio,1,PJ,Não
5361,1032.34,2024-02-19 19:57:28.995988480,0,Envio,1,PJ,Não
8312,64.0,2024-12-28 13:45:58.877316608,0,Envio,1,PJ,Não
9882,7.03,2024-06-01 12:36:22.790503168,0,Envio,1,PF,Não
5050,353.22,2023-09-06 08:17:59.546217728,0,Envio,0,PF,Não
7344,816.25,2024-01-22 10:18:38.961543168,0,Envio,1,PF,Não
1902,373.0,2023-10-12 02:50:17.402586112,0,Envio,1,PJ,Não
7628,997.0,2023-10-31 02:44:37.520403200,0,Envio,1,PJ,Não
2625,151.16,2025-12-07 19:07:33.728120832,0,Recebimento,1,PJ,Não
4329,93.0,2025-10-24 21:34:18.034402560,0,Envio,1,PJ,Não
1835,62.0,2024-02-12 10:40:52.248430592,0,Recebimento,1,PJ,Não
7396,131.0,2023-07-07 15:46:23.523822080,0,Envio,1,PJ,Não
8696,419.2,2024-03-08 18:21:47.291159552,0,Envio,1,PF,Não
2250,14.76,2023-03-16 02:14:32.250815488,1,Envio,1,PF,Não
6376,83.25,2023-12-17 09:40:02.525968384,0,Envio,1,PJ,Não
6106,97.87,2024-07-16 11:59:59.225000704,0,Envio,1,PJ,Não
1373,196.0,2024-09-20 10:57:21.338080256,0,Envio,1,PJ,Não
6506,155.84,2024-01-19 09:58:16.979847680,0,Recebimento,0,PJ,Não
4189,113.0,2023-04-17 13:35:14.661003264,0,Envio,1,PJ,Não
7605,340.0,2023-12-20 00:32:12.783252736,0,Envio,1,PJ,Não
9873,131.25,2023-07-09 02:39:15.309898496,0,Recebimento,1,PJ,Sim
4941,31.55,2023-06-20 14:03:33.498133760,0,Envio,1,PJ,Não
2052,114.0,2023-06-17 16:42:35.487609856,0,Envio,1,PF,Não
2955,19.23,2024-01-29 07:24:00.519513856,0,Envio,1,PJ,Não
6539,81.03,2024-05-01 14:59:55.439241472,0,Envio,1,PJ,Não
3366,773.04,2024-09-29 09:23:58.710709760,1,Envio,0,PF,Não
4052,95.36,2023-04-25 18:01:16.552426240,0,Envio,1,PF,Não
1490,14.0,2023-10-28 11:32:09.579645184,0,Envio,0,PJ,Não
1743,96.0,2025-10-12 17:00:38.401554176,0,Envio,1,PJ,Não
6301,243.35,2023-11-13 07:32:45.044603392,0,Envio,0,PJ,Não
7624,395.41,2024-07-22 06:07:48.498461696,0,Recebimento,1,PJ,Não
9036,42.52,2023-12-06 13:01:57.961782784,0,Envio,1,PJ,Não
5531,94.0,2024-11-27 11:58:38.148698880,0,Envio,1,PF,Não
3604,2907.0,2025-11-15 19:39:51.658418688,0,Envio,1,PJ,Não
3414,232.0,2024-06-29 12:41:47.925027072,0,Envio,1,PF,Não
6984,414.41,2023-05-30 00:35:30.920586240,0,Envio,1,PJ,Não
4543,25.92,2023-04-09 20:16:14.759832576,0,Envio,1,PF,Não
6895,96.88,2024-12-26 19:28:05.436485376,0,Envio,1,PF,Não
9144,9.32,2024-06-17 06:58:46.805359872,0,Envio,1,PJ,Não
3171,352.0,2024-04-02 05:26:59.844448512,1,Envio,1,PF,Não
7122,262.0,2024-02-14 10:12:28.926219520,0,Envio,1,PJ,Não
5757,34.0,2025-11-27 18:07:43.889116672,0,Recebimento,1,PJ,Não
7931,387.32,2025-11-22 09:46:04.203360000,0,Recebimento,1,PJ,Não
9241,70.0,2024-12-26 05:31:08.294924800,0,Envio,1,PJ,Não
7640,829.0,2025-09-05 19:50:34.526936576,0,Envio,1,PJ,Sim
7421,586.86,2024-12-05 03:42:42.924024064,0,Envio,1,PJ,Não
6203,421.0,2023-10-16 14:41:58.688230400,0,Envio,1,PJ,Não
4991,23.33,2023-11-25 23:41:59.584355328,0,Envio,1,PF,Não
5281,235.0,2023-05-13 18:32:45.248938240,0,Envio,1,PJ,Não
4514,3077.0,2025-11-22 11:15:24.081260800,1,Envio,1,PF,Não
9696,240.45,2023-04-22 14:21:12.547116288,0,Envio,1,PJ,Não
1743,123.25,2024-05-09 17:47:40.538913280,0,Envio,1,PJ,Não
4146,8.46,2023-08-28 15:55:45.889910528,0,Envio,0,PJ,Não
2865,33.0,2024-10-02 23:25:45.305469696,0,Envio,1,PJ,Não
8388,82.0,2023-03-02 00:11:28.498800128,0,Envio,1,PJ,Não
9155,291.0,2023-09-27 10:27:42.314099712,1,Recebimento,1,PF,Não
5542,19.44,2023-03-14 03:14:25.488925696,0,Recebimento,1,PJ,Não
7789,105.0,2024-05-21 02:35:03.264261376,0,Envio,1,PJ,Não
1245,506.0,2024-02-04 02:23:47.104275968,0,Envio,1,PJ,Não
9440,382.0,2025-10-24 11:11:19.061306368,0,Envio,1,PF,Não
7092,186.66,2024-04-25 09:38:24.713435648,0,Recebimento,1,PJ,Não
4189,825.99,2024-07-09 15:03:43.343692288,0,Envio,1,PF,Não
2436,285.28,2023-09-14 11:38:55.816563200,0,Envio,1,PJ,Não
4010,1038.13,2024-10-27 00:35:43.805199104,0,Envio,1,PJ,Não
2247,200.0,2025-10-05 12:41:12.715788032,1,Recebimento,1,PF,Não
1844,95.48,2023-04-14 09:19:13.648935168,0,Envio,1,PJ,Não
9774,18.0,2023-11-06 09:56:01.697393920,0,Envio,1,PJ,Não
9873,81.0,2023-11-10 19:37:41.398800896,0,Recebimento,0,PJ,Não
1606,211.0,2023-04-07 21:40:36.547084288,0,Envio,1,PJ,Não
8900,728.0,2025-08-11 14:47:58.202499584,0,Recebimento,1,PF,Não
3793,120.05,2024-01-15 19:47:39.923248384,0,Envio,0,PJ,Não
5239,357.0,2025-12-25 19:57:49.674190080,1,Envio,1,PF,Não
1803,1.0,2025-12-10 20:01:29.769432064,0,Envio,1,PF,Não
6536,1452.12,2025-08-01 15:12:48.595955712,0,Envio,1,PJ,Não
6539,318.75,2023-02-15 22:40:33.757923840,0,Envio,0,PJ,Não
8041,291.0,2024-04-14 12:03:31.564287488,0,Envio,1,PF,Não
7746,492.0,2024-01-16 07:32:00.965173248,0,Envio,1,PJ,Não
2630,276.0,2023-08-21 17:10:12.527795968,0,Envio,1,PJ,Não
1132,51.0,2024-02-03 11:11:16.746489088,0,Envio,1,PJ,Não
9824,88.0,2025-10-13 10:44:53.105862144,0,Envio,1,PJ,Não
8744,17.0,2023-11-23 02:54:04.563501824,1,Recebimento,1,PF,Não
7445,3231.07,2025-12-14 09:01:40.924281344,0,Envio,1,PF,Não
7421,6.0,2024-01-03 08:22:04.229837824,1,Envio,1,PF,Não
2166,416.0,2023-01-24 07:42:49.333377024,0,Envio,1,PJ,Não
8481,338.75,2025-10-02 14:18:50.269084416,0,Envio,1,PJ,Não
2064,376.0,2023-12-14 23:12:03.019333120,0,Envio,1,PJ,Não
4340,16.41,2023-03-15 14:44:14.038022912,1,Envio,1,PF,Não
3225,165.68,2025-08-02 00:32:54.449241344,0,Envio,1,PJ,Não
2608,1632.0,2025-08-23 22:14:31.830010880,1,Envio,1,PF,Não
5957,1877.0,2025-08-16 07:08:23.080013568,0,Recebimento,1,PJ,Não
7421,102.0,2024-11-29 22:45:02.991219456,0,Envio,1,PJ,Não
9308,273.0,2023-12-25 06:29:11.683215104,0,Envio,1,PJ,Não
9314,15.0,2023-12-27 14:29:35.770023680,0,Envio,1,PF,Não
7380,475.0,2024-06-01 00:52:38.009296896,0,Envio,1,PJ,Não
7698,1949.71,2025-12-12 21:15:38.348661504,0,Recebimento,1,PJ,Não
7092,273.0,2024-05-30 06:50:44.020919296,0,Envio,1,PJ,Não
9469,670.0,2025-08-30 16:01:33.227607296,0,Envio,1,PJ,Não
4432,18.0,2023-04-27 18:37:05.455761408,0,Envio,1,PJ,Não
1480,463.0,2024-12-19 22:23:28.068709888,1,Envio,1,PF,Não
6058,1129.0,2023-06-11 01:46:35.253792512,0,Envio,1,PF,Não
4595,92.0,2025-11-25 02:13:16.045111040,0,Envio,1,PJ,Não
4833,102.0,2023-04-24 20:25:05.457963264,1,Envio,1,PF,Não
8146,100.26,2024-11-21 07:31:17.577283328,1,Envio,1,PF,Sim
4705,25.0,2023-01-23 20:07:15.999949056,0,Envio,1,PF,Não
9367,26.0,2024-05-12 19:18:57.662606592,0,Envio,1,PJ,Não
1747,27.0,2024-09-06 16:34:33.438391808,0,Envio,1,PJ,Não
9906,182.0,2024-01-22 10:53:30.384482304,0,Envio,1,PJ,Não
9707,127.1,2023-09-17 03:52:20.545219584,0,Envio,1,PJ,Não
2141,55.0,2023-02-27 14:44:56.122564096,0,Envio,1,PF,Não
3843,248.0,2025-10-15 05:06:14.248579328,0,Envio,1,PF,Não
6724,206.0,2023-11-20 06:38:35.067314432,0,Envio,0,PF,Não
9590,475.92,2024-04-27 10:19:34.356007680,0,Envio,1,PJ,Não
1475,5110.0,2025-09-22 02:53:51.713715456,0,Envio,1,PJ,Não
7722,83.0,2023-03-03 19:20:00.840677120,0,Envio,1,PJ,Sim
8744,544.0,2024-01-16 10:09:34.658220032,0,Envio,1,PF,Não
1843,79.98,2025-11-25 06:06:27.623398144,0,Recebimento,1,PJ,Não
4154,124.27,2023-08-29 03:42:47.072785920,0,Envio,1,PF,Não
2170,7.0,2024-11-20 21:42:45.748592128,1,Envio,1,PF,Não
1188,904.86,2024-05-05 00:22:14.052646144,0,Envio,1,PJ,Não
2250,35.0,2024-07-11 00:50:02.488697856,0,Envio,1,PJ,Não
2756,6.12,2023-06-17 23:14:33.239945984,0,Envio,1,PJ,Não
1888,3.78,2025-08-01 07:39:46.502763008,0,Envio,0,PF,Não
9929,127.0,2024-01-06 11:42:59.015808512,1,Envio,1,PF,Não
8345,150.0,2025-12-12 16:34:17.439457536,0,Envio,1,PJ,Não
5799,274.02,2023-02-23 12:40:38.283123456,0,Envio,1,PJ,Não
7626,897.27,2024-06-09 08:33:00.523666432,0,Envio,1,PF,Não
7127,574.0,2024-04-05 14:19:47.944924928,1,Envio,1,PF,Não
2057,112.66,2024-10-21 05:08:04.747261440,0,Envio,1,PF,Não
8467,277.0,2024-06-16 02:49:23.340789504,0,Recebimento,1,PJ,Não
6310,120.0,2023-04-21 18:24:37.011415552,0,Envio,1,PJ,Não
8750,37.0,2023-11-30 23:10:40.136485120,0,Envio,1,PJ,Sim
1132,123.0,2023-05-04 06:52:27.017509376,0,Envio,1,PJ,Não
8365,98.0,2023-08-21 02:24:02.748506624,0,Envio,1,PJ,Não
6693,368.0,2025-09-24 12:36:52.257743872,0,Envio,1,PF,Não
5294,282.0,2023-04-20 17:30:09.255243264,0,Envio,1,PJ,Não
8312,1219.12,2024-09-24 22:42:08.343119360,0,Envio,1,PF,Não
1966,165.0,2023-06-10 07:00:47.618254848,0,Envio,1,PJ,Não
3273,59.4,2023-09-24 11:22:12.262830848,0,Envio,1,PJ,Não
2830,121.11,2023-03-29 00:52:13.884088832,0,Envio,0,PJ,Não
7672,229.0,2024-12-14 23:07:00.021982976,0,Envio,1,PJ,Não
6073,417.0,2023-08-05 23:42:36.923645696,0,Envio,1,PJ,Não
2141,54.0,2023-05-02 02:33:27.600018688,0,Envio,1,PF,Não
2304,365.0,2023-11-07 19:05:59.709709568,0,Envio,1,PJ,Não
3461,227.85,2024-01-29 19:37:17.977207808,0,Envio,0,PJ,Sim
8305,46.24,2023-10-11 12:21:00.771927040,1,Envio,0,PF,Não
2329,193.18,2024-03-29 13:20:51.252046848,0,Envio,1,PJ,Não
5672,434.0,2025-09-01 00:23:18.775340288,1,Envio,1,PF,Não
8680,272.0,2024-07-11 11:42:26.588657152,0,Envio,1,PJ,Não
4514,298.68,2024-03-06 13:02:41.043510784,0,Envio,1,PJ,Sim
6483,361.0,2025-08-01 18:36:01.986691840,1,Envio,1,PF,Não
4805,436.73,2023-07-29 09:12:32.024440064,0,Envio,1,PJ,Não
5947,4622.0,2025-09-11 22:43:40.391311616,0,Recebimento,1,PJ,Não
5482,333.31,2024-12-24 19:02:47.316504064,0,Envio,1,PF,Não
4321,69.0,2025-10-09 15:30:06.931921664,0,Envio,1,PJ,Não
9285,498.0,2024-04-21 18:46:18.471473664,0,Envio,1,PJ,Não
7746,517.26,2023-04-10 18:37:24.693622784,0,Recebimento,1,PF,Não
9492,150.0,2024-07-04 21:11:33.747288576,0,Recebimento,1,PJ,Não
2250,28.22,2023-09-26 20:06:35.645056000,0,Envio,0,PF,Não
9660,310.68,2023-05-22 16:42:37.058756352,0,Envio,1,PJ,Não
3305,2862.0,2025-09-10 04:08:13.480671744,0,Envio,1,PJ,Não
8954,7.26,2023-12-05 02:47:24.256826112,0,Envio,1,PF,Não
8313,1759.91,2025-08-15 15:38:02.047367168,1,Envio,1,PF,Não
6503,1062.86,2025-10-12 05:39:33.338979328,0,Envio,1,PJ,Não
6978,190.56,2025-08-04 18:13:12.889447168,0,Envio,1,PJ,Não
9259,103.15,2023-10-21 22:50:05.200822272,0,Envio,1,PJ,Não
8303,614.0,2025-11-23 13:15:18.477633024,0,Recebimento,1,PJ,Não
2304,16.18,2024-09-13 11:46:56.680959488,0,Envio,0,PJ,Não
7489,1582.92,2025-09-23 23:21:32.885571584,0,Recebimento,1,PJ,Não
9350,58.05,2025-11-15 23:50:05.112912384,1,Envio,1,PF,Não
3334,4581.09,2025-12-06 05:51:13.160277760,0,Envio,1,PJ,Não
3087,453.0,2023-11-08 08:04:29.716469760,0,Envio,1,PJ,Não
7523,1.0,2023-08-11 16:48:10.100405248,0,Envio,1,PJ,Não
7178,893.0,2025-08-11 19:03:58.532939776,0,Envio,1,PF,Não
2576,11.0,2023-01-01 11:34:52.716292608,0,Envio,1,PJ,Não
5723,100.0,2024-06-09 10:29:42.183702016,0,Envio,1,PJ,Não
3554,86.22,2024-10-14 16:28:31.888785152,0,Envio,1,PJ,Não
5294,117.0,2024-07-06 22:58:18.645163008,0,Envio,1,PF,Não
2105,45.77,2023-12-18 12:08:12.256615680,0,Envio,0,PJ,Não
4466,164.0,2023-05-21 09:04:27.983660800,0,Envio,1,PJ,Não
5057,323.0,2024-06-16 18:18:55.052836096,0,Envio,1,PJ,Não
5020,42.64,2023-03-28 09:36:02.592880896,0,Recebimento,1,PJ,Não
6984,409.6,2023-05-07 01:22:43.417202176,0,Envio,1,PF,Não
2216,186.47,2023-07-06 10:50:19.311172096,1,Envio,1,PF,Não
3597,14.0,2024-03-10 20:15:45.005093888,0,Envio,1,PJ,Não
7421,157.0,2024-02-03 11:16:18.652098304,0,Recebimento,1,PJ,Não
2295,807.0,2025-08-12 15:43:14.010098432,0,Envio,1,PF,Não
1376,108.0,2025-11-02 13:40:29.568667136,0,Envio,1,PJ,Não
1560,191.0,2023-05-05 12:02:38.077246208,0,Envio,1,PF,Não
2916,131.16,2025-09-27 20:33:48.076020992,0,Envio,1,PJ,Não
6440,54.0,2023-12-31 23:39:01.790426112,0,Envio,1,PF,Não
4340,47.16,2024-03-31 18:30:58.575165184,0,Envio,1,PJ,Não
4773,408.0,2024-10-13 01:19:08.227462656,0,Envio,1,PF,Não
9534,970.0,2024-05-24 00:29:22.749394176,0,Envio,1,PJ,Não
7421,20.0,2024-07-12 22:56:15.174258176,0,Envio,1,PF,Não
2517,1202.0,2025-10-13 22:00:29.251720448,0,Envio,1,PF,Não
7564,50.72,2023-05-28 18:18:36.591009024,0,Envio,1,PF,Não
9926,46.0,2024-01-08 19:53:47.517761280,0,Envio,1,PJ,Não
6718,261.0,2023-11-11 00:32:53.387201024,0,Envio,1,PF,Não
7179,837.75,2025-09-01 07:50:34.056409600,0,Recebimento,1,PJ,Não
9520,244.0,2024-04-28 02:48:22.530092544,1,Envio,1,PF,Não
2173,376.0,2023-06-19 16:08:15.579781888,0,Envio,1,PF,Não
5528,91.26,2024-03-17 19:52:06.957201408,0,Envio,1,PF,Não
5181,241.0,2023-12-08 11:12:52.290613760,0,Envio,1,PJ,Não
6376,41.0,2023-05-11 17:56:22.140897280,0,Recebimento,1,PF,Não
1215,343.0,2024-05-28 13:17:55.635868160,0,Envio,1,PJ,Não
4443,734.0,2025-08-13 02:29:00.163452672,0,Envio,1,PJ,Não
5612,71.0,2024-11-24 23:17:10.086683648,0,Envio,1,PJ,Não
4805,383.11,2023-05-09 02:21:24.127955712,0,Envio,1,PJ,Não
8145,3789.3,2025-09-02 12:32:28.395106816,0,Envio,1,PJ,Não
7995,132.54,2023-07-11 12:45:28.601264896,1,Envio,0,PF,Não
1031,964.0,2023-02-01 07:04:00.885256704,1,Envio,1,PF,Não
4975,196.23,2024-05-01 03:45:51.420117248,0,Envio,1,PJ,Não
3991,37.87,2025-09-04 02:05:39.928263168,0,Envio,1,PJ,Não
7684,22.0,2024-08-16 14:07:16.636499968,0,Envio,1,PF,Não
9848,315.0,2024-01-01 05:16:34.990871808,1,Envio,0,PF,Não
3578,286.0,2023-10-24 14:50:11.191077888,0,Envio,1,PF,Não
8272,520.0,2023-07-02 09:06:45.299651584,0,Envio,1,PJ,Não
3597,192.0,2024-03-28 22:39:04.633924864,1,Envio,1,PF,Não
3613,110.0,2024-11-12 06:48:13.842598400,0,Envio,1,PJ,Não
7390,2426.67,2025-09-29 21:51:02.377674752,0,Envio,1,PJ,Não
4975,215.0,2024-12-20 04:16:46.439594496,0,Envio,1,PJ,Não
7698,509.0,2023-03-27 07:55:52.660033536,0,Envio,1,PJ,Não
8906,220.13,2024-11-14 01:41:15.312970752,0,Envio,1,PJ,Não
4467,817.0,2025-09-28 01:35:12.389492992,1,Envio,1,PF,Não
3748,232.0,2023-04-06 12:04:08.412635904,0,Envio,1,PJ,Não
5127,240.98,2025-09-27 16:23:31.145653248,0,Envio,1,PJ,Não
2243,59.0,2025-09-04 21:53:02.656669696,0,Envio,0,PJ,Não
8228,63.0,2023-01-30 18:31:26.145428992,0,Envio,1,PF,Não
9867,353.0,2024-04-25 06:42:51.122709504,0,Envio,1,PJ,Não
5558,698.72,2024-02-18 22:02:28.683353344,0,Envio,1,PJ,Não
6253,2.32,2024-10-02 09:09:01.024602112,0,Recebimento,1,PF,Não
1905,1167.16,2024-12-05 14:32:22.301402624,0,Envio,1,PJ,Não
2147,43.0,2024-08-15 00:13:39.209690112,0,Envio,1,PJ,Não
7396,230.5,2023-10-22 11:19:01.808414976,0,Envio,1,PJ,Não
9160,840.0,2023-07-12 05:29:55.155358720,0,Envio,1,PJ,Não
4763,762.66,2025-10-29 14:57:53.029542400,1,Recebimento,1,PF,Não
2700,142.0,2024-06-17 07:31:42.071745792,0,Envio,1,PJ,Não
3998,7.0,2023-03-16 01:46:05.053888000,0,Envio,1,PJ,Não
7785,755.0,2023-06-23 21:22:18.918960128,0,Envio,1,PF,Não
4255,9.0,2024-10-20 05:12:12.894199552,0,Envio,1,PF,Não
6002,435.18,2024-04-15 06:44:34.186976000,0,Envio,1,PJ,Não
2345,28.0,2023-11-14 02:32:26.424037632,0,Envio,1,PJ,Não
1475,599.76,2023-10-10 17:45:22.627208448,0,Envio,1,PJ,Não
7391,68.38,2023-02-18 23:17:47.939085824,0,Envio,0,PJ,Não
6587,87.0,2024-05-25 08:26:12.310219520,0,Recebimento,1,PJ,Não
3553,210.0,2025-11-14 11:37:49.738119424,1,Envio,1,PF,Não
9964,95.14,2024-08-01 13:56:25.517613824,0,Envio,1,PJ,Não
3680,98.77,2023-04-20 22:50:29.398764544,0,Envio,0,PJ,Não
1875,1169.0,2023-11-07 14:48:12.946162944,0,Envio,1,PF,Não
1966,163.0,2024-08-31 02:49:00.269688832,0,Envio,1,PF,Não
9973,287.0,2023-10-24 15:55:54.017079040,0,Envio,1,PF,Não
1150,138.41,2024-12-11 13:05:42.555697664,0,Envio,1,PF,Não
6553,1940.0,2025-08-14 16:06:51.428051200,1,Envio,1,PF,Não
2833,67.0,2024-01-17 17:07:24.734075904,0,Envio,1,PJ,Não
8810,3985.0,2025-08-24 15:11:04.066490880,0,Envio,1,PF,Não
8144,93.0,2023-09-03 23:18:03.221895936,0,Envio,1,PJ,Não
8215,126.0,2023-09-08 03:54:20.512180480,1,Envio,1,PF,Não
3707,1149.0,2023-01-14 22:30:21.403511552,1,Envio,1,PF,Não
7396,98.84,2024-09-29 17:56:40.560986368,0,Envio,1,PF,Não
2296,125.54,2023-02-11 19:14:38.683281920,0,Envio,1,PF,Não
9151,15.44,2023-07-31 19:50:34.465851904,1,Recebimento,1,PF,Não
1993,195.0,2024-12-17 23:26:08.656946432,0,Envio,1,PJ,Não
2642,215.0,2024-01-12 04:37:26.668515072,0,Envio,0,PJ,Não
2899,207.46,2025-11-01 04:56:25.113745408,0,Envio,0,PJ,Não
1749,209.69,2023-08-10 09:01:15.503097600,0,Envio,1,PF,Não
5454,286.0,2023-12-26 23:08:03.585361152,0,Envio,1,PJ,Não
5139,168.75,2024-09-11 10:00:04.767120896,0,Envio,1,PJ,Não
8954,39.0,2024-05-26 12:17:27.868436224,0,Envio,1,PF,Não
1834,513.0,2023-08-11 18:57:25.437471744,0,Envio,1,PJ,Não
5631,106.09,2024-12-29 08:40:58.518317056,0,Envio,0,PJ,Não
4988,640.34,2023-09-21 12:35:59.321603584,0,Envio,1,PJ,Não
6071,221.0,2023-04-29 07:36:47.418247424,0,Envio,1,PJ,Não
2409,84.29,2025-10-09 23:05:37.131623168,0,Envio,1,PJ,Não
7481,354.0,2024-12-07 10:03:43.180614912,0,Envio,1,PF,Não
1161,210.0,2023-03-12 01:08:57.649028352,0,Envio,1,PJ,Não
5789,112.0,2023-07-25 05:19:58.574806272,0,Envio,1,PJ,Não
3321,131.9,2023-04-01 13:26:24.436845056,0,Envio,1,PJ,Não
9099,66.11,2025-11-13 17:19:45.354665472,0,Envio,1,PF,Não
9177,812.0,2023-08-25 09:38:38.120792576,0,Envio,1,PJ,Não
1839,324.0,2023-10-23 05:50:05.259440640,0,Envio,1,PJ,Não
2272,216.23,2023-03-13 12:26:01.358926592,1,Envio,1,PF,Não
4595,183.26,2023-09-19 05:26:12.840344576,0,Recebimento,1,PJ,Não
4294,458.0,2023-04-22 13:12:59.791905280,0,Envio,1,PF,Não
2774,156.0,2025-09-09 15:01:43.054746112,0,Envio,1,PJ,Não
3473,78.0,2023-07-28 14:17:12.052560128,0,Envio,1,PJ,Não
1311,23.0,2024-12-05 15:38:03.492834304,0,Envio,1,PF,Não
1966,292.0,2023-09-25 07:11:02.960811008,0,Envio,1,PJ,Não
2373,1.84,2024-11-05 17:39:21.035204352,0,Envio,1,PJ,Não
3469,26.84,2024-07-12 06:32:24.024531712,0,Envio,1,PJ,Não
4991,234.0,2023-04-12 20:12:46.283927552,0,Envio,1,PJ,Não
8169,257.0,2023-04-21 09:19:17.876275968,0,Envio,1,PJ,Não
9726,1239.0,2025-12-21 21:54:22.860497408,0,Envio,1,PJ,Não
4763,1083.0,2025-10-09 17:23:29.214306048,0,Envio,1,PJ,Não
7033,1015.0,2025-08-23 15:04:54.928654080,0,Envio,1,PJ,Não
6621,318.57,2024-09-03 07:31:27.322634240,0,Envio,1,PJ,Não
4569,437.0,2024-06-09 17:17:33.789375232,0,Envio,1,PF,Não
7366,635.0,2024-06-29 20:26:28.486265088,0,Envio,1,PJ,Não
4443,522.0,2023-11-06 10:59:13.627290880,0,Envio,1,PJ,Não
8107,45.44,2023-10-17 20:44:51.428831488,0,Envio,1,PJ,Não
1043,230.15,2024-12-27 06:05:41.659761408,0,Envio,1,PF,Não
1529,86.32,2024-02-08 15:31:08.405343744,1,Envio,1,PF,Não
1094,2144.14,2025-10-03 11:28:33.038537472,0,Envio,1,PJ,Não
1416,159.0,2024-10-17 11:13:28.477477888,0,Envio,1,PF,Não
5412,308.0,2024-12-29 03:45:24.411618560,0,Envio,1,PJ,Não
4899,341.0,2024-07-05 06:23:27.481788416,1,Envio,1,PF,Não
4957,61.0,2023-06-25 02:52:39.268171264,0,Recebimento,1,PF,Não
1247,194.0,2024-07-10 14:21:03.410214400,0,Envio,1,PJ,Não
9044,131.06,2023-10-17 16:19:51.737585664,0,Envio,1,PJ,Não
9175,74.78,2024-07-14 19:23:52.453436416,0,Envio,1,PF,Não
4150,44.27,2024-04-23 19:17:07.225189120,0,Envio,1,PF,Não
6663,279.0,2023-10-18 20:07:35.562894080,0,Envio,1,PJ,Não
9717,165.0,2024-09-20 02:22:27.212465152,0,Envio,1,PJ,Não
5709,993.0,2023-12-29 12:21:26.595796992,0,Envio,1,PJ,Não
9303,216.0,2023-02-04 15:44:01.772234496,0,Envio,1,PF,Não
2373,32.0,2024-11-18 18:50:13.940203776,1,Recebimento,1,PF,Não
7674,148.51,2023-12-06 15:57:26.554473728,0,Envio,0,PJ,Não
2305,465.0,2024-10-08 06:46:14.308450560,0,Envio,1,PJ,Não
5483,1362.35,2025-12-05 18:51:35.770463232,0,Recebimento,1,PF,Não
8144,95.0,2024-10-08 05:08:04.284308224,0,Envio,1,PJ,Não
3321,131.03,2024-05-29 20:17:34.916115200,0,Envio,0,PJ,Não
6376,217.93,2023-08-10 05:51:50.880872448,0,Envio,1,PJ,Não
3760,2.0,2024-08-20 23:44:29.677807104,0,Envio,0,PJ,Não
6518,243.34,2024-05-24 12:06:54.436898816,0,Envio,0,PF,Não
1698,2.0,2025-08-30 00:30:40.256685056,0,Envio,0,PJ,Não
2581,3048.35,2025-12-26 21:16:44.243644160,1,Envio,1,PF,Não
3068,25.0,2024-08-04 11:51:45.793776896,0,Envio,1,PJ,Não
9271,37.43,2025-08-17 22:08:38.514977536,0,Envio,1,PJ,Não
2584,1863.0,2025-12-12 18:55:34.093117440,0,Envio,1,PJ,Não
1346,2093.0,2025-12-15 14:49:12.029036544,0,Envio,1,PJ,Não
3225,95.55,2024-04-24 07:19:27.997383680,1,Envio,1,PF,Não
6913,347.59,2025-11-03 15:49:49.305416192,0,Envio,0,PJ,Não
6802,18.0,2023-03-15 08:06:46.683608832,0,Recebimento,1,PJ,Não
9499,1282.0,2025-10-09 10:27:51.553655552,0,Envio,1,PJ,Não
9100,497.0,2023-03-20 09:15:16.852954112,0,Envio,0,PJ,Não
2932,2943.0,2025-12-01 06:09:47.839265280,0,Envio,1,PJ,Não
1564,390.65,2024-10-15 14:42:45.422683648,0,Recebimento,0,PJ,Não
1355,156.0,2024-12-17 05:42:02.485092864,0,Envio,1,PJ,Não
9714,100.0,2023-10-19 02:03:39.960017664,0,Envio,1,PJ,Não
5528,947.1,2025-12-16 21:26:42.755436288,0,Envio,1,PJ,Não
3321,95.0,2024-09-21 09:43:42.790437888,0,Recebimento,1,PF,Não
