Cliente_ID,Data_Abertura_Conta_Inv,Data,Valor_Aplicado,Saldo_Atual,Produto_Investimento,Data_de_vencimento
4296,202301,202404,2398.07,16913.18,Renda Fixa,203103
4436,202311,202509,1988.34,8423.38,Tesouro Direto,203005
1970,202311,202512,4572.23,8349.44,Tesouro Direto,203201
1743,202302,202510,2433.75,2950.32,Reservinha,299901
7062,202305,202403,5362.45,6159.64,Tesouro Direto,202901
1932,202303,202409,1758.37,1034.14,Renda Fixa,203208
4885,202305,202407,2725.08,39279.33,Renda Fixa,203501
8539,202302,202305,3094.99,0.0,Tesouro Direto,202812
4991,202301,202511,5080.1,17135.57,Renda Fixa,202903
9321,202301,202512,534.62,66820.67,Renda Variavel,203003
8286,202301,202408,3217.31,10720.52,Reservinha,299901
5316,202303,202502,1435.3,1853.62,Tesouro Direto,203007
5182,202311,202405,827.24,2913.37,Renda Variavel,202505
3965,202302,202405,1757.83,17420.49,Tesouro Direto,203204
2382,202311,202405,865.27,561.52,Renda Fixa,203205
1729,202301,202403,434.02,83445.04,Reservinha,299901
9721,202304,202508,8034.14,19937.14,Renda Variavel,203506
4523,202301,202304,2667.23,5027.49,Reservinha,299901
6337,202301,202311,1538.51,22607.23,Renda Fixa,202806
2795,202305,202306,1254.35,2641.35,Reservinha,299901
3710,202308,202509,-10718.5,10718.5,Tesouro Direto,202509
6518,202301,202502,3968.39,69185.58,Reservinha,299901
1629,202301,202511,-4485.13,35169.53,Reservinha,299901
3653,202301,202410,845.58,1360.93,Renda Fixa,202710
3269,202301,202506,-669.64,669.64,Tesouro Direto,202506
8843,202308,202412,3771.69,64110.26,Reservinha,299901
9868,202301,202405,2337.87,0.0,Renda Variavel,202504
8533,202301,202407,-15284.4,15284.4,Renda Fixa,202407
8734,202301,202406,5383.76,82943.42,Renda Fixa,203511
6907,202402,202410,3833.82,6955.26,Renda Fixa,202402
2610,202501,202503,3403.35,28482.47,Tesouro Direto,203301
9053,202403,202506,180.54,0.0,Reservinha,299901
6982,202301,202309,2335.48,1246.77,Renda Fixa,203209
2147,202301,202402,601.14,737.57,Renda Fixa,202407
5394,202302,202503,1191.78,43222.35,Tesouro Direto,203208
9737,202308,202406,4164.65,3834.18,Renda Variavel,202703
5561,202302,202402,46.37,10745.18,Renda Variavel,202407
1999,202302,202309,1676.7,15471.43,Tesouro Direto,202710
5051,202301,202307,1037.62,664.93,Renda Variavel,202706
1649,202302,202306,3699.25,20597.33,Renda Variavel,203510
5380,202302,202503,469.77,7951.45,Tesouro Direto,203006
7803,202302,202403,8171.86,60094.87,Reservinha,299901
9679,202311,202503,1758.81,41595.91,Renda Variavel,203001
8535,202302,202305,3177.42,0.0,Renda Fixa,202805
6088,202309,202506,634.06,49710.93,Renda Variavel,203301
8272,202311,202412,1479.72,3658.85,Reservinha,299901
8177,202301,202410,2854.7,1321.32,Renda Fixa,202501
1563,202302,202509,3820.0,16904.61,Reservinha,299901
8911,202502,202507,1159.59,21331.16,Reservinha,299901
9353,202305,202501,203.03,638.64,Reservinha,299901
4379,202302,202304,2511.45,1497.34,Renda Variavel,203408
5767,202301,202407,-1721.31,29820.68,Reservinha,299901
3838,202304,202412,2195.33,19897.27,Renda Variavel,203005
3969,202301,202404,2529.67,19325.09,Renda Fixa,203008
9710,202307,202506,4171.14,20580.96,Renda Variavel,202510
3305,202301,202310,2979.8,6154.29,Tesouro Direto,202509
6376,202308,202501,2167.41,5153.91,Renda Fixa,202810
9321,202301,202408,3091.16,40363.23,Reservinha,299901
5709,202406,202408,4274.97,0.0,Renda Fixa,202805
9317,202309,202404,2128.74,2853.18,Reservinha,299901
8253,202411,202502,1161.33,0.0,Reservinha,299901
2047,202301,202309,1909.67,3946.77,Renda Fixa,202701
8764,202302,202411,3000.71,7828.5,Reservinha,299901
7590,202301,202305,-1053.12,14848.59,Reservinha,299901
7429,202301,202307,761.21,12947.26,Tesouro Direto,202407
2035,202302,202308,8008.9,38050.29,Reservinha,299901
8056,202302,202406,2540.07,30861.34,Renda Variavel,203306
4296,202301,202306,918.57,7373.43,Reservinha,299901
7297,202302,202305,1473.72,0.0,Reservinha,299901
7309,202408,202509,115.29,190.15,Renda Fixa,203201
9602,202304,202407,726.38,11431.53,Renda Fixa,202910
1330,202307,202401,279.35,0.0,Tesouro Direto,202506
7429,202301,202308,628.43,3843.36,Reservinha,299901
7224,202302,202501,275.43,22431.79,Reservinha,299901
1191,202301,202502,4665.35,182429.82,Reservinha,299901
2576,202303,202407,1373.36,8320.29,Tesouro Direto,202905
3365,202406,202501,2020.0,1660.32,Reservinha,299901
4086,202308,202512,12.35,17801.81,Renda Variavel,203108
2201,202303,202408,3337.0,53495.8,Reservinha,299901
1499,202303,202401,4216.41,34682.22,Renda Fixa,203503
3252,202312,202504,1592.41,5578.84,Reservinha,299901
2332,202302,202510,3303.47,37823.93,Tesouro Direto,203403
7060,202302,202406,2265.51,32606.79,Tesouro Direto,202502
1284,202308,202504,1434.15,19425.58,Renda Variavel,203205
1729,202301,202410,4456.62,65593.95,Renda Fixa,203404
9904,202302,202505,1955.44,50809.76,Reservinha,299901
3271,202301,202505,5575.6,46620.29,Renda Variavel,203007
2512,202308,202509,1701.03,10091.04,Renda Variavel,203310
8744,202309,202510,52.31,32978.38,Renda Variavel,203108
3486,202403,202501,520.52,2166.89,Renda Variavel,203201
9117,202303,202306,2610.86,16345.52,Renda Fixa,202501
2512,202308,202308,3656.53,0.0,Renda Variavel,203310
2329,202310,202502,3888.37,12309.11,Renda Variavel,202805
1816,202406,202502,2717.1,6129.1,Reservinha,299901
9587,202301,202512,1348.95,6551.97,Tesouro Direto,203108
7114,202301,202509,1276.5,7270.75,Reservinha,299901
1199,202504,202505,1831.04,0.0,Reservinha,299901
6362,202304,202405,861.64,3440.4,Renda Fixa,203301
8696,202305,202411,2429.4,74537.91,Reservinha,299901
5228,202306,202310,1820.49,5084.41,Reservinha,299901
9321,202301,202302,33.68,21272.24,Renda Variavel,203003
3276,202302,202506,662.61,43831.03,Renda Variavel,203508
7985,202307,202312,4216.92,12243.17,Reservinha,299901
2504,202410,202502,2259.53,44907.44,Reservinha,299901
1261,202311,202411,-3809.02,3809.02,Renda Variavel,202411
5380,202302,202502,131.45,7746.73,Tesouro Direto,203006
4928,202303,202501,3780.16,13230.21,Renda Variavel,202703
2035,202302,202505,4363.61,155422.02,Reservinha,299901
3365,202406,202412,1648.78,0.0,Reservinha,299901
4286,202303,202507,731.57,18748.22,Tesouro Direto,203311
9843,202304,202505,2122.24,37756.26,Renda Fixa,203409
7646,202301,202507,-1945.37,1989.79,Reservinha,299901
3443,202301,202409,1657.73,54190.89,Reservinha,299901
7382,202301,202311,82.68,26016.55,Tesouro Direto,203205
6789,202312,202409,2042.93,17979.35,Renda Variavel,202901
8843,202308,202402,4427.19,2706.34,Renda Variavel,202504
4908,202409,202409,1976.62,58200.0,Reservinha,299901
6789,202312,202507,896.46,26347.79,Renda Variavel,202901
4693,202305,202508,2095.23,32745.54,Renda Fixa,203512
1738,202301,202301,106.1,0.0,Reservinha,299901
4052,202302,202306,1108.04,11919.1,Tesouro Direto,202705
4523,202301,202511,5841.52,72264.41,Tesouro Direto,202806
3918,202302,202408,-3801.67,26196.08,Reservinha,299901
1711,202301,202402,1889.19,3463.52,Tesouro Direto,202504
4354,202403,202404,1419.46,43502.4,Reservinha,299901
8178,202302,202311,1372.62,5736.98,Reservinha,299901
7382,202301,202501,1766.19,5670.3,Reservinha,299901
2263,202302,202306,930.33,3697.54,Renda Variavel,203006
1563,202302,202501,3342.1,12644.99,Reservinha,299901
3736,202301,202312,1516.88,48006.23,Reservinha,299901
3539,202301,202309,2518.01,19794.1,Tesouro Direto,203507
3384,202302,202305,816.46,0.0,Reservinha,299901
2795,202305,202402,1399.41,13262.26,Reservinha,299901
9489,202309,202402,3931.04,65300.45,Reservinha,299901
7698,202306,202511,1006.77,77454.1,Reservinha,299901
9733,202406,202507,1843.35,3500.85,Renda Fixa,203511
1561,202302,202304,141.38,15665.48,Renda Variavel,202512
4269,202301,202306,3449.03,10118.48,Reservinha,299901
6301,202301,202401,-8356.68,8356.68,Tesouro Direto,202401
1247,202306,202402,3965.23,693.5,Renda Variavel,202808
5767,202301,202411,2660.23,30629.83,Reservinha,299901
9803,202404,202407,2473.15,30221.6,Renda Variavel,203302
4458,202502,202502,1105.47,0.0,Renda Variavel,203308
8734,202301,202309,3037.61,74842.09,Reservinha,299901
9904,202302,202506,9048.7,132731.13,Renda Fixa,202908
1837,202301,202508,-4038.73,4038.73,Tesouro Direto,202508
1875,202408,202506,2575.9,3495.91,Reservinha,299901
9321,202301,202504,2397.09,53556.33,Reservinha,299901
3252,202312,202404,1812.37,2294.61,Tesouro Direto,202511
4021,202302,202504,-6971.21,6971.21,Tesouro Direto,202504
3365,202406,202412,1125.17,0.0,Renda Variavel,202511
6994,202305,202305,4523.07,29863.37,Renda Fixa,203003
9906,202305,202308,3731.61,542.09,Renda Variavel,203001
4859,202303,202411,4731.99,5536.74,Renda Variavel,202706
1561,202302,202307,7.01,8205.69,Tesouro Direto,203502
2854,202301,202512,2349.84,52680.88,Reservinha,299901
5025,202301,202509,91.5,3874.89,Reservinha,299901
8790,202308,202309,1412.19,0.0,Tesouro Direto,202903
9095,202305,202504,1205.47,229.13,Reservinha,299901
6337,202301,202301,223.05,0.0,Tesouro Direto,203404
6498,202312,202510,3876.39,18966.38,Renda Fixa,203110
4269,202301,202405,133.75,54748.8,Renda Variavel,203506
6203,202301,202312,698.21,31656.55,Renda Variavel,203003
8383,202301,202304,342.99,0.0,Reservinha,299901
3872,202308,202312,1786.41,2544.03,Tesouro Direto,203508
9739,202301,202503,-1818.87,6540.05,Reservinha,299901
8169,202307,202509,-2355.72,76854.37,Reservinha,299901
5050,202307,202503,1134.92,11033.67,Renda Variavel,203404
2184,202302,202404,2458.9,13741.08,Renda Variavel,202702
5591,202309,202312,3049.49,0.0,Renda Fixa,202810
1496,202301,202509,6963.67,98777.99,Reservinha,299901
9223,202301,202404,8659.63,179680.8,Reservinha,299901
5060,202301,202303,651.19,1090.98,Reservinha,299901
9383,202303,202308,1116.93,3308.59,Tesouro Direto,203404
9525,202301,202312,623.54,10090.27,Tesouro Direto,202904
6483,202301,202510,19.21,1455.39,Renda Variavel,203209
7370,202309,202312,1007.74,1201.19,Tesouro Direto,203501
9005,202305,202305,29.3,0.0,Tesouro Direto,202405
1636,202305,202411,309.91,4796.06,Reservinha,299901
8178,202302,202502,318.43,3690.82,Tesouro Direto,203505
1822,202301,202312,1559.29,20045.01,Reservinha,299901
4286,202303,202310,359.08,9877.07,Renda Fixa,202412
9176,202302,202508,4519.55,22178.37,Tesouro Direto,203003
5878,202305,202311,660.83,740.29,Reservinha,299901
8973,202302,202305,6783.79,17113.97,Renda Fixa,202802
1999,202302,202501,63.64,14391.26,Renda Fixa,202904
6371,202301,202403,1069.79,31851.35,Reservinha,299901
6518,202301,202401,2908.21,61193.84,Reservinha,299901
8963,202310,202502,,,Renda Fixa,202502
1547,202501,202501,641.42,23080.0,Renda Variavel,203007
7381,202301,202512,3039.68,134496.98,Reservinha,299901
7297,202302,202511,3232.83,8090.25,Renda Fixa,202806
5712,202301,202505,726.35,2442.46,Tesouro Direto,203508
6553,202301,202503,4641.22,46910.28,Tesouro Direto,202811
5884,202301,202302,5044.18,3426.37,Renda Fixa,202504
6695,202501,202505,3096.21,31559.86,Renda Variavel,202709
3658,202311,202511,75.91,14087.9,Tesouro Direto,202904
6982,202301,202512,4699.87,37130.52,Renda Variavel,203301
7646,202301,202306,321.53,652.3,Renda Fixa,202403
8178,202302,202506,1941.02,4160.5,Tesouro Direto,203505
7879,202303,202410,4756.38,8433.25,Renda Fixa,202902
9489,202309,202410,805.29,30234.19,Tesouro Direto,203112
5004,202308,202406,2722.55,2690.29,Renda Fixa,202712
3649,202304,202503,3959.16,46658.76,Renda Fixa,202804
5467,202301,202403,2737.94,13847.24,Renda Fixa,203504
1247,202306,202312,2915.9,18958.89,Renda Fixa,203405
7768,202306,202312,1650.1,2329.95,Renda Fixa,202402
5380,202302,202503,71.74,5866.5,Renda Variavel,202901
9321,202301,202309,5723.51,45954.57,Renda Fixa,203005
5384,202302,202506,-1837.69,21117.62,Reservinha,299901
8690,202301,202302,987.95,49987.48,Reservinha,299901
9563,202301,202402,182.2,3907.57,Reservinha,299901
8343,202502,202505,903.91,0.0,Reservinha,299901
1779,202307,202406,4426.14,3742.41,Renda Variavel,203102
7053,202511,202511,744.73,0.0,Renda Variavel,202410
3927,202302,202307,3483.32,30056.17,Renda Fixa,202905
7383,202302,202306,3014.32,4644.82,Renda Fixa,202903
9504,202301,202511,4143.17,25904.37,Reservinha,299901
3649,202304,202506,4724.4,110446.15,Reservinha,299901
4758,202302,202308,181.25,521.36,Reservinha,299901
8734,202301,202306,6468.43,0.0,Renda Variavel,203212
9964,202301,202505,5283.48,121072.0,Reservinha,299901
1261,202311,202411,1931.55,0.0,Tesouro Direto,203107
2059,202301,202311,3157.83,7940.14,Renda Fixa,202710
2358,202301,202502,1955.19,28168.35,Reservinha,299901
8427,202301,202409,-873.37,57394.58,Reservinha,299901
4314,202303,202509,-4491.13,78485.23,Reservinha,299901
1060,202304,202310,1626.22,2953.93,Renda Fixa,203510
3521,202301,202402,2978.69,4846.39,Tesouro Direto,202410
3872,202308,202505,2620.6,12471.37,Tesouro Direto,203508
9604,202303,202405,1148.58,41686.83,Renda Variavel,202810
4306,202410,202510,3982.24,54058.09,Reservinha,299901
2436,202301,202505,4997.5,40647.71,Reservinha,299901
8795,202401,202505,3722.53,74510.37,Reservinha,299901
6655,202301,202510,3973.27,33963.61,Tesouro Direto,202707
1542,202311,202502,7568.19,43662.34,Reservinha,299901
3927,202302,202407,1322.15,4893.1,Renda Variavel,203405
5526,202307,202312,3163.74,36090.83,Tesouro Direto,203508
3649,202304,202309,5242.71,1957.72,Tesouro Direto,202903
5561,202302,202310,1340.11,4583.25,Tesouro Direto,202906
8809,202306,202506,5118.59,18297.44,Tesouro Direto,202803
2161,202301,202406,215.15,2097.89,Renda Fixa,202705
6149,202301,202306,369.89,0.0,Reservinha,299901
5767,202301,202404,-509.26,26703.25,Reservinha,299901
9321,202301,202409,2278.92,43758.57,Reservinha,299901
6149,202301,202309,259.97,166.74,Reservinha,299901
9696,202302,202512,4562.36,2472.28,Renda Variavel,203302
3696,202404,202502,2760.47,71.42,Reservinha,299901
7973,202312,202408,395.89,10047.69,Reservinha,299901
5025,202301,202505,886.14,2882.13,Reservinha,299901
8565,202301,202308,3761.08,0.0,Tesouro Direto,203301
8183,202308,202505,4060.09,12941.53,Renda Variavel,203412
9084,202301,202310,4664.24,6610.65,Renda Variavel,202909
5767,202301,202304,3299.95,7174.44,Reservinha,299901
1883,202508,202509,1839.49,3842.97,Renda Fixa,203107
7624,202305,202407,1761.7,10254.64,Renda Fixa,203209
7189,202301,202502,3960.45,15301.57,Reservinha,299901
3928,202301,202304,3191.79,23668.25,Tesouro Direto,203502
7363,202302,202303,4504.33,17299.4,Tesouro Direto,203303
5394,202302,202507,1754.77,59317.17,Reservinha,299901
7083,202303,202310,839.3,0.0,Renda Variavel,203404
6182,202403,202501,184.24,0.0,Reservinha,299901
7791,202504,202512,1124.43,457.62,Renda Variavel,202412
6544,202302,202510,242.07,6010.57,Renda Fixa,202911
3843,202301,202506,672.25,1475.89,Reservinha,299901
5057,202408,202506,655.28,1312.2,Renda Variavel,203006
9953,202301,202303,4448.02,0.0,Tesouro Direto,202912
2193,202304,202409,4362.3,7790.5,Renda Variavel,202804
7879,202303,202412,-2898.26,2898.26,Tesouro Direto,202412
9024,202311,202403,388.71,28338.67,Renda Variavel,203511
6021,202308,202408,7615.18,59433.12,Renda Fixa,203107
9224,202303,202501,1762.96,44934.69,Reservinha,299901
2305,202301,202303,1141.01,27744.02,Renda Variavel,202705
6778,202305,202308,2205.57,0.0,Reservinha,299901
4837,202311,202407,2105.45,22586.0,Renda Fixa,203209
8183,202308,202411,1830.78,5179.83,Tesouro Direto,203303
7973,202312,202412,945.34,6673.49,Tesouro Direto,202802
4045,202404,202503,1646.12,30467.7,Reservinha,299901
1948,202306,202503,1336.25,12522.43,Reservinha,299901
4557,202301,202509,1474.74,46433.84,Reservinha,299901
1649,202302,202404,1078.17,40783.95,Reservinha,299901
5774,202309,202309,741.27,0.0,Tesouro Direto,202402
9909,202309,202405,719.05,44528.56,Renda Fixa,202408
1060,202304,202307,1569.08,0.0,Tesouro Direto,203202
3344,202312,202507,5414.88,13897.54,Renda Fixa,202801
9415,202305,202502,-233.53,5463.48,Reservinha,299901
1330,202307,202504,981.79,32717.14,Renda Variavel,203205
9508,202301,202503,551.08,21645.87,Renda Variavel,203305
4237,202303,202306,1844.15,0.0,Renda Variavel,203505
8266,202308,202502,1951.86,34327.78,Reservinha,299901
9906,202305,202403,834.05,10941.55,Tesouro Direto,202907
2077,202407,202505,3501.75,50.66,Renda Variavel,202401
5843,202301,202408,-616.8,7385.13,Reservinha,299901
2047,202301,202310,856.16,4497.99,Renda Variavel,202504
8293,202301,202401,1890.71,55374.76,Reservinha,299901
4467,202301,202504,3114.97,32494.9,Renda Fixa,203212
8926,202301,202311,4990.97,36258.25,Reservinha,299901
9024,202311,202404,1943.52,57464.03,Reservinha,299901
2532,202302,202305,883.9,0.0,Tesouro Direto,202806
5546,202301,202512,194.64,19308.84,Reservinha,299901
9117,202303,202405,1713.59,5568.64,Reservinha,299901
8427,202301,202411,2994.2,5357.63,Renda Variavel,202905
4644,202402,202411,2050.08,2766.54,Tesouro Direto,203007
9006,202302,202405,6403.13,22002.22,Tesouro Direto,202712
8137,202301,202503,3240.65,4851.91,Renda Variavel,202806
1729,202301,202512,10296.05,11225.84,Renda Variavel,203312
4253,202302,202508,3769.75,96673.93,Reservinha,299901
5016,202311,202408,720.51,14177.31,Tesouro Direto,203008
2248,202502,202505,2413.02,3098.15,Reservinha,299901
4253,202302,202410,1164.37,54306.93,Renda Variavel,202509
9006,202302,202410,5238.42,34615.83,Tesouro Direto,202712
2201,202303,202412,3103.11,14620.56,Renda Variavel,202512
8825,202301,202511,342.27,11527.96,Renda Fixa,202708
8533,202301,202406,-2764.28,20054.57,Reservinha,299901
4837,202311,202508,3539.47,20390.78,Renda Variavel,203401
2059,202301,202407,6430.06,29041.4,Tesouro Direto,203411
8973,202302,202407,1014.89,12848.02,Renda Variavel,203010
7659,202302,202305,5116.77,5888.54,Renda Variavel,203405
3788,202504,202507,3828.34,0.0,Renda Fixa,203206
9525,202301,202506,1982.41,22350.55,Reservinha,299901
1999,202302,202509,2088.03,30388.27,Tesouro Direto,202710
6088,202309,202509,405.21,52075.87,Renda Variavel,203301
9898,202303,202402,99.43,0.0,Renda Variavel,202809
7284,202310,202408,1510.03,13867.88,Renda Fixa,203308
6865,202307,202503,113.73,50465.85,Renda Variavel,203412
2061,202301,202311,871.16,20323.97,Tesouro Direto,202510
1467,202302,202410,56.83,2935.91,Renda Fixa,203312
4286,202303,202407,1845.85,12592.44,Renda Fixa,202412
6870,202303,202312,3887.51,29702.11,Tesouro Direto,203504
9679,202311,202409,194.68,8338.14,Reservinha,299901
7474,202312,202312,578.52,5298.53,Renda Variavel,202804
5504,202304,202406,85.69,14498.65,Renda Fixa,202509
3752,202302,202304,2271.47,4386.33,Renda Fixa,203306
6768,202301,202502,-1945.09,1945.09,Renda Fixa,202502
2196,202301,202310,3898.25,31047.58,Renda Variavel,202803
2272,202303,202508,69.92,8906.22,Renda Variavel,203209
9043,202301,202408,4071.77,40715.22,Renda Fixa,203509
1324,202306,202502,745.44,39213.54,Tesouro Direto,203503
4991,202301,202506,3133.75,7644.26,Renda Fixa,202903
7494,202311,202409,-6128.59,7710.85,Reservinha,299901
1822,202301,202410,-2296.79,36425.06,Reservinha,299901
7015,202301,202404,1679.46,34463.02,Reservinha,299901
7791,202504,202509,441.97,0.0,Renda Variavel,202412
7781,202304,202408,404.46,17323.98,Reservinha,299901
1111,202310,202412,825.22,26763.89,Renda Variavel,202502
9489,202309,202408,8832.52,26410.11,Renda Fixa,202501
5709,202406,202504,4835.65,15528.56,Renda Fixa,202805
5712,202301,202404,-4217.81,18595.75,Reservinha,299901
2006,202306,202311,970.29,0.0,Tesouro Direto,203106
8564,202301,202504,4433.28,103358.97,Reservinha,299901
2296,202301,202509,990.15,2611.43,Reservinha,299901
5060,202301,202302,1669.66,2429.51,Renda Fixa,202907
7788,202306,202403,1853.07,0.0,Reservinha,299901
3696,202404,202512,108.81,5209.46,Tesouro Direto,203302
7259,202304,202405,2660.21,11266.78,Renda Fixa,203109
6867,202301,202510,48.3,86031.84,Reservinha,299901
9588,202305,202502,1867.78,28701.44,Tesouro Direto,203408
8388,202302,202305,396.11,520.87,Reservinha,299901
8383,202301,202310,588.25,112.74,Renda Fixa,203403
9710,202307,202506,2027.98,59116.87,Reservinha,299901
4214,202301,202502,4883.47,13249.49,Tesouro Direto,202706
4214,202301,202308,5481.63,269.36,Tesouro Direto,202706
6383,202301,202410,2226.62,5716.7,Tesouro Direto,203205
8742,202308,202406,1504.43,1643.76,Reservinha,299901
8726,202310,202512,-7814.11,82838.36,Reservinha,299901
4268,202301,202407,-2803.14,4805.67,Reservinha,299901
6867,202301,202502,2740.73,20631.98,Renda Fixa,203102
7609,202304,202409,-10368.33,10368.33,Renda Variavel,202409
1966,202311,202311,2776.12,18268.33,Tesouro Direto,203010
5641,202409,202507,3010.83,49298.55,Reservinha,299901
6203,202301,202406,556.1,34583.51,Renda Variavel,203003
2513,202309,202411,1556.75,12828.83,Renda Variavel,203508
7249,202301,202503,1435.58,59469.42,Reservinha,299901
9710,202307,202406,3923.24,14743.89,Tesouro Direto,203203
6203,202301,202404,3221.95,7466.38,Renda Fixa,203504
8921,202301,202312,2487.47,43745.39,Renda Fixa,202702
3087,202311,202512,-3493.2,32617.26,Reservinha,299901
6461,202306,202404,2821.51,4994.66,Tesouro Direto,202708
2481,202301,202307,2051.23,4367.14,Reservinha,299901
9443,202412,202501,2016.36,0.0,Renda Variavel,203111
9868,202301,202304,1102.85,1313.66,Renda Fixa,203109
7381,202301,202305,112.05,46463.39,Renda Variavel,203202
8902,202302,202507,942.24,70298.23,Reservinha,299901
1902,202301,202408,153.21,87121.45,Reservinha,299901
8902,202302,202307,3527.51,19908.09,Renda Fixa,202702
2188,202303,202410,4870.93,13733.97,Renda Variavel,202907
8266,202308,202308,3366.6,0.0,Reservinha,299901
7755,202304,202305,1314.07,2126.08,Reservinha,299901
7625,202305,202405,3996.87,4509.4,Reservinha,299901
2329,202310,202311,5210.09,2904.15,Renda Variavel,202805
8218,202302,202308,8579.11,88195.68,Reservinha,299901
3491,202301,202311,3927.68,9914.72,Tesouro Direto,203002
4896,202303,202401,2228.72,91784.64,Reservinha,299901
9904,202302,202502,6816.29,18943.39,Renda Variavel,203208
9739,202301,202504,777.57,4754.22,Reservinha,299901
5980,202304,202401,3528.71,0.0,Renda Fixa,202903
1481,202311,202403,2262.8,0.0,Renda Fixa,202910
5861,202301,202505,1277.58,41389.98,Reservinha,299901
9308,202502,202509,5526.44,3555.0,Renda Fixa,202410
4988,202412,202501,1441.14,16239.31,Renda Variavel,202405
9867,202412,202507,1025.33,756.72,Tesouro Direto,203307
2184,202302,202509,2932.93,19761.36,Renda Fixa,203007
9721,202304,202509,568.96,71844.46,Renda Fixa,203301
2059,202301,202411,4765.2,30793.16,Renda Fixa,202710
7973,202312,202510,376.54,17115.84,Reservinha,299901
1561,202302,202509,1638.39,34774.56,Reservinha,299901
6376,202308,202312,613.53,400.81,Renda Variavel,202401
9789,202301,202506,853.97,74222.2,Reservinha,299901
6553,202301,202306,1100.48,721.04,Renda Variavel,203303
2795,202305,202506,7297.81,53199.52,Renda Variavel,203302
1892,202302,202307,2619.04,66661.61,Reservinha,299901
4062,202304,202408,3590.07,29403.94,Renda Fixa,202411
9321,202301,202408,4622.83,90451.18,Renda Fixa,203005
6565,202302,202302,3067.28,0.0,Tesouro Direto,202411
4202,202301,202304,811.15,0.0,Reservinha,299901
3491,202301,202512,3085.36,24941.95,Tesouro Direto,203002
4035,202401,202405,627.47,0.0,Tesouro Direto,203403
8764,202302,202304,1882.42,25385.92,Renda Fixa,203005
1499,202303,202310,2103.66,9471.98,Tesouro Direto,202812
8478,202302,202509,-5017.92,6307.52,Reservinha,299901
4335,202301,202305,436.18,4470.41,Renda Variavel,203012
1035,202301,202303,2287.64,0.0,Renda Fixa,202704
3696,202404,202505,2857.88,2024.72,Tesouro Direto,203302
3658,202311,202507,780.96,28898.88,Reservinha,299901
2512,202308,202408,308.99,5703.4,Renda Variavel,203310
1636,202305,202308,1102.01,1166.87,Reservinha,299901
3938,202305,202508,75.3,45232.07,Tesouro Direto,203403
5058,202308,202408,2616.25,22408.16,Renda Fixa,203511
6040,202301,202302,1616.44,0.0,Reservinha,299901
4188,202307,202311,2519.53,37224.29,Reservinha,299901
5774,202309,202407,1594.12,50821.89,Reservinha,299901
3237,202309,202406,1267.96,5899.76,Renda Variavel,203411
7383,202302,202311,2693.02,8006.09,Renda Fixa,202903
6848,202301,202402,1771.44,4246.52,Renda Fixa,203501
6994,202305,202312,5106.21,42234.92,Renda Fixa,203003
3018,202301,202508,342.28,2424.72,Reservinha,299901
5174,202301,202308,-1063.2,3835.72,Reservinha,299901
1035,202301,202304,864.82,3942.26,Renda Variavel,203001
4409,202302,202508,4090.12,35615.59,Tesouro Direto,202809
3969,202301,202312,5417.02,14176.44,Tesouro Direto,203212
2733,202303,202305,1506.7,1222.47,Renda Fixa,203011
9006,202302,202303,7468.68,6503.19,Renda Fixa,202705
4269,202301,202304,681.4,45030.96,Renda Variavel,203506
1718,202303,202410,-15249.1,15249.1,Renda Fixa,202410
7925,202310,202402,3438.55,15147.46,Renda Fixa,202903
7886,202302,202508,1255.2,131.44,Renda Fixa,203311
8293,202301,202508,4136.54,98027.13,Reservinha,299901
1589,202301,202303,1948.27,750.25,Tesouro Direto,203507
4041,202503,202509,236.36,3019.46,Tesouro Direto,203208
7027,202304,202506,1430.85,4457.32,Renda Variavel,202508
5507,202304,202402,1046.51,2388.44,Renda Variavel,202408
2084,202301,202311,1358.3,3944.77,Renda Variavel,202708
4314,202303,202503,5086.4,57239.78,Renda Fixa,203208
7033,202306,202503,3084.5,27006.1,Reservinha,299901
1727,202403,202407,8384.65,9013.64,Reservinha,299901
4838,202303,202402,476.69,1766.36,Renda Fixa,202904
1035,202301,202402,192.63,10857.12,Renda Variavel,203001
2248,202502,202503,4076.61,0.0,Renda Variavel,202511
7620,202304,202506,377.2,18107.67,Tesouro Direto,203512
3461,202301,202302,186.47,0.0,Tesouro Direto,202702
6056,202501,202501,408.47,0.0,Renda Variavel,202709
5980,202304,202311,4981.95,5602.29,Renda Variavel,202410
3055,202305,202401,1429.69,2495.37,Renda Variavel,203303
9213,202311,202503,4767.87,0.0,Tesouro Direto,203204
4306,202410,202505,3286.39,45286.77,Reservinha,299901
9006,202302,202408,3339.09,111341.42,Reservinha,299901
3586,202304,202406,5886.28,53877.08,Tesouro Direto,203308
7781,202304,202311,2708.96,17635.24,Tesouro Direto,202806
6002,202301,202309,1866.02,63010.08,Reservinha,299901
9776,202401,202509,1147.54,1154.71,Tesouro Direto,203301
9776,202401,202411,831.39,1888.88,Reservinha,299901
5272,202305,202411,5023.56,5371.71,Renda Variavel,203206
5039,202406,202412,-12599.31,12599.31,Tesouro Direto,202412
3336,202301,202303,-621.57,13390.03,Reservinha,299901
4589,202503,202512,-555.77,2244.59,Reservinha,299901
9084,202301,202410,2805.68,2240.86,Tesouro Direto,203104
4052,202302,202411,311.71,16413.11,Tesouro Direto,202705
9117,202303,202410,97.29,25831.23,Renda Variavel,203210
